Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_mulieris__UMB0007B__GCA_026184155.1,Lactobacillus_mulieris__UMB7783B__GCA_030228195.1
recA,recA,Protein RecA,2,2,1.0,18,8,,,,1083,1083,1083.0,OCAFGGHM_00726,GPENAHNM_01216
uppP,uppP,Undecaprenyl-diphosphatase,2,2,1.0,18,7,,,,831,831,831.0,OCAFGGHM_00738,GPENAHNM_01228
group_284,,hypothetical protein,2,2,1.0,18,6,,,,1212,1212,1212.0,OCAFGGHM_00731,GPENAHNM_01221
cspR,cspR,Putative tRNA (cytidine(34)-2'-O)-methyltransferase,2,2,1.0,18,5,,,,558,558,558.0,OCAFGGHM_00734,GPENAHNM_01224
hpf,hpf,Ribosome hibernation promotion factor,2,2,1.0,18,4,,,,546,546,546.0,OCAFGGHM_00720,GPENAHNM_01210
group_283,,hypothetical protein,2,2,1.0,18,3,,,,192,192,192.0,OCAFGGHM_00739,GPENAHNM_01229
uvrB_2,uvrB_2,UvrABC system protein B,2,2,1.0,18,2,,,,2046,2046,2046.0,OCAFGGHM_00711,GPENAHNM_01201
group_282,,hypothetical protein,2,2,1.0,18,1,,,,918,3333,2125.5,OCAFGGHM_00740,GPENAHNM_01230
group_281,,hypothetical protein,2,2,1.0,17,36,,,,738,774,756.0,OCAFGGHM_00703,GPENAHNM_00727
dagK,dagK,Diacylglycerol kinase,2,2,1.0,17,34,,,,918,918,918.0,OCAFGGHM_00676,GPENAHNM_00759
pspB,;pspB,hypothetical protein;Putative phosphoserine phosphatase 2,2,2,1.0,17,33,,,,468,570,519.0,OCAFGGHM_00702,GPENAHNM_00728
group_278,,Protein SprT-like protein,2,2,1.0,17,31,,,,417,444,430.5,OCAFGGHM_00686,GPENAHNM_00749
group_277,,hypothetical protein,2,2,1.0,17,30,,,,645,645,645.0,OCAFGGHM_00683,GPENAHNM_00752
group_276,,hypothetical protein,2,2,1.0,17,29,,,,1266,1266,1266.0,OCAFGGHM_00675,GPENAHNM_00760
pcrA,pcrA,ATP-dependent DNA helicase PcrA,2,2,1.0,17,27,,,,2265,2265,2265.0,OCAFGGHM_00682,GPENAHNM_00753
yerH,yerH,putative lipoprotein YerH,2,2,1.0,17,26,,,,1149,1149,1149.0,OCAFGGHM_00680,GPENAHNM_00755
gatC,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C,2,2,1.0,17,25,,,,303,303,303.0,OCAFGGHM_00679,GPENAHNM_00756
group_274,,L-2-hydroxyisocaproate dehydrogenase,2,2,1.0,17,24,,,,873,873,873.0,OCAFGGHM_00700,GPENAHNM_00730
panT,panT,Pantothenate transporter PanT,2,2,1.0,17,23,,,,582,582,582.0,OCAFGGHM_00684,GPENAHNM_00751
gatB_1,gatB_1,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,2,2,1.0,17,21,,,,1431,1431,1431.0,OCAFGGHM_00677,GPENAHNM_00758
gatA,gatA,Glutamyl-tRNA(Gln) amidotransferase subunit A,2,2,1.0,17,19,,,,1440,1440,1440.0,OCAFGGHM_00678,GPENAHNM_00757
group_271,,hypothetical protein,2,2,1.0,17,18,,,,696,699,697.5,OCAFGGHM_00690,GPENAHNM_00741
bshA,bshA,N-acetyl-alpha-D-glucosaminyl L-malate synthase,2,2,1.0,17,17,,,,1089,1101,1095.0,OCAFGGHM_00691,GPENAHNM_00739
tagA,tagA,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase,2,2,1.0,17,16,,,,735,735,735.0,OCAFGGHM_00692,GPENAHNM_00738
tagD,tagD,Glycerol-3-phosphate cytidylyltransferase,2,2,1.0,17,15,,,,387,387,387.0,OCAFGGHM_00695,GPENAHNM_00735
rfbX,rfbX,Putative O-antigen transporter,2,2,1.0,17,14,,,,1434,1434,1434.0,OCAFGGHM_00693,GPENAHNM_00737
ycaM_1,ycaM_1,Inner membrane transporter YcaM,2,2,1.0,17,13,,,,1464,1464,1464.0,OCAFGGHM_00673,GPENAHNM_00762
group_270,,Calcium-transporting ATPase 1,2,2,1.0,17,12,,,,2640,2640,2640.0,OCAFGGHM_00687,GPENAHNM_00747
pncB2,pncB2,Nicotinate phosphoribosyltransferase pncB2,2,2,1.0,17,11,,,,1476,1476,1476.0,OCAFGGHM_00689,GPENAHNM_00745
qacC,qacC,Quaternary ammonium compound-resistance protein QacC,2,2,1.0,17,9,,,,306,309,307.5,OCAFGGHM_00704,GPENAHNM_00726
odcI,odcI,Inducible ornithine decarboxylase,2,2,1.0,17,8,,,,2091,2091,2091.0,OCAFGGHM_00674,GPENAHNM_00761
nadE,nadE,NH(3)-dependent NAD(+) synthetase,2,2,1.0,17,7,,,,831,831,831.0,OCAFGGHM_00688,GPENAHNM_00746
ligA,ligA,DNA ligase,2,2,1.0,17,4,,,,2010,2010,2010.0,OCAFGGHM_00681,GPENAHNM_00754
group_267,,hypothetical protein,2,2,1.0,17,3,,,,1113,1113,1113.0,OCAFGGHM_00697,GPENAHNM_00733
nagR,nagR,HTH-type transcriptional repressor NagR,2,2,1.0,17,2,,,,702,702,702.0,OCAFGGHM_00696,GPENAHNM_00734
cycA,cycA,D-serine/D-alanine/glycine transporter,2,2,1.0,17,1,,,,1380,1380,1380.0,OCAFGGHM_00707,GPENAHNM_00723
ybhL,ybhL,Inner membrane protein YbhL,2,2,1.0,16,8,,,,708,708,708.0,OCAFGGHM_00668,GPENAHNM_00216
group_266,,putative RNA methyltransferase,2,2,1.0,16,7,,,,1446,1446,1446.0,OCAFGGHM_00666,GPENAHNM_00219
nhaC,nhaC,Na(+)/H(+) antiporter NhaC,2,2,1.0,16,6,,,,1368,1368,1368.0,OCAFGGHM_00667,GPENAHNM_00218
group_264,,hypothetical protein,2,2,1.0,16,4,,,,438,2577,1507.5,OCAFGGHM_00664,GPENAHNM_00221
patB,patB,Cystathionine beta-lyase PatB,2,2,1.0,16,3,,,,1164,1164,1164.0,OCAFGGHM_00670,GPENAHNM_00214
group_263,,hypothetical protein,2,2,1.0,16,2,,,,858,858,858.0,OCAFGGHM_00669,GPENAHNM_00215
group_262,,hypothetical protein,2,2,1.0,16,1,,,,456,597,526.5,OCAFGGHM_00665,GPENAHNM_00220
lemA,lemA,Protein LemA,2,2,1.0,15,42,,,,561,561,561.0,OCAFGGHM_00663,GPENAHNM_00651
group_261,,D-lactate dehydrogenase,2,2,1.0,15,41,,,,1002,1002,1002.0,OCAFGGHM_00625,GPENAHNM_00928
group_260,,hypothetical protein,2,2,1.0,15,40,,,,1257,1263,1260.0,OCAFGGHM_00619,GPENAHNM_00935
ykoD,ykoD,Putative HMP/thiamine import ATP-binding protein YkoD,2,2,1.0,15,39,,,,1395,1395,1395.0,OCAFGGHM_00655,GPENAHNM_00643
group_259,,hypothetical protein,2,3,1.5,15,38,,,,138,873,580.0,OCAFGGHM_00620,GPENAHNM_00933;GPENAHNM_00934
group_258,,hypothetical protein,2,3,1.5,15,37,,,,228,846,497.0,OCAFGGHM_00652;OCAFGGHM_00651,GPENAHNM_00641
walR,walR,Transcriptional regulatory protein WalR,2,2,1.0,15,36,,,,714,714,714.0,OCAFGGHM_00638,GPENAHNM_00629
group_257,,hypothetical protein,2,2,1.0,15,35,,,,717,717,717.0,OCAFGGHM_00649,GPENAHNM_00639
walJ,walJ,Exodeoxyribonuclease WalJ,2,2,1.0,15,34,,,,798,798,798.0,OCAFGGHM_00642,GPENAHNM_00633
argP,argP,HTH-type transcriptional regulator ArgP,2,2,1.0,15,33,,,,924,924,924.0,OCAFGGHM_00631,GPENAHNM_00922
glpF_1,glpF_1,Glycerol uptake facilitator protein,2,2,1.0,15,32,,,,720,720,720.0,OCAFGGHM_00624,GPENAHNM_00929
htrA,htrA,Serine protease Do-like HtrA,2,2,1.0,15,31,,,,1281,1281,1281.0,OCAFGGHM_00643,GPENAHNM_00634
yxdL,yxdL,ABC transporter ATP-binding protein YxdL,2,2,1.0,15,30,,,,660,660,660.0,OCAFGGHM_00621,GPENAHNM_00932
group_256,,hypothetical protein,2,2,1.0,15,29,,,,129,129,129.0,OCAFGGHM_00646,GPENAHNM_00636
ribBA,ribBA,Riboflavin biosynthesis protein RibBA,2,2,1.0,15,28,,,,1176,1176,1176.0,OCAFGGHM_00627,GPENAHNM_00926
ribH,ribH,67-dimethyl-8-ribityllumazine synthase,2,2,1.0,15,27,,,,465,483,474.0,OCAFGGHM_00626,GPENAHNM_00927
group_255,,hypothetical protein,2,2,1.0,15,26,,,,663,663,663.0,OCAFGGHM_00659,GPENAHNM_00647
group_254,,hypothetical protein,2,3,1.5,15,25,,,,477,1200,790.0,OCAFGGHM_00635,GPENAHNM_00918;GPENAHNM_00626
sufT,sufT,Fe-S protein maturation auxiliary factor SufT,2,2,1.0,15,24,,,,315,315,315.0,OCAFGGHM_00661,GPENAHNM_00649
rhaS_2,rhaS_2,HTH-type transcriptional activator RhaS,2,2,1.0,15,23,,,,942,942,942.0,OCAFGGHM_00657,GPENAHNM_00645
group_253,,hypothetical protein,2,2,1.0,15,22,,,,1803,1803,1803.0,OCAFGGHM_00658,GPENAHNM_00646
group_252,,hypothetical protein,2,2,1.0,15,21,,,,813,813,813.0,OCAFGGHM_00641,GPENAHNM_00632
group_251,,hypothetical protein,2,2,1.0,15,20,,,,738,738,738.0,OCAFGGHM_00648,GPENAHNM_00638
htpX,htpX,Protease HtpX,2,2,1.0,15,19,,,,897,897,897.0,OCAFGGHM_00662,GPENAHNM_00650
mdtP,mdtP,Multidrug transporter protein MdtP,2,2,1.0,15,18,,,,1473,1473,1473.0,OCAFGGHM_00656,GPENAHNM_00644
urdA_2,urdA_2,Urocanate reductase,2,2,1.0,15,17,,,,1848,1848,1848.0,OCAFGGHM_00632,GPENAHNM_00921
rlmH,rlmH,Ribosomal RNA large subunit methyltransferase H,2,2,1.0,15,16,,,,531,531,531.0,OCAFGGHM_00645,GPENAHNM_00635
walK,walK,Sensor histidine kinase WalK,2,2,1.0,15,15,,,,1863,1863,1863.0,OCAFGGHM_00639,GPENAHNM_00630
ribE,ribE,Riboflavin synthase,2,2,1.0,15,14,,,,606,606,606.0,OCAFGGHM_00628,GPENAHNM_00925
ribD,ribD,Riboflavin biosynthesis protein RibD,2,2,1.0,15,13,,,,1056,1056,1056.0,OCAFGGHM_00629,GPENAHNM_00924
sdhA,sdhA,L-serine dehydratase alpha chain,2,2,1.0,15,12,,,,807,882,844.5,OCAFGGHM_00660,GPENAHNM_00648
group_250,,hypothetical protein,2,2,1.0,15,11,,,,657,660,658.5,OCAFGGHM_00654,GPENAHNM_00642
nrgA,nrgA,Ammonium transporter,2,2,1.0,15,10,,,,1215,1215,1215.0,OCAFGGHM_00636,GPENAHNM_00627
group_249,,hypothetical protein,2,2,1.0,15,9,,,,1353,1353,1353.0,OCAFGGHM_00640,GPENAHNM_00631
group_247,,hypothetical protein,2,2,1.0,15,7,,,,231,231,231.0,OCAFGGHM_00633,GPENAHNM_00920
msbA_1,msbA_1,ATP-dependent lipid A-core flippase,2,2,1.0,15,6,,,,1572,1572,1572.0,OCAFGGHM_00650,GPENAHNM_00640
natA,natA,ABC transporter ATP-binding protein NatA,2,2,1.0,15,5,,,,771,771,771.0,OCAFGGHM_00647,GPENAHNM_00637
group_246,,hypothetical protein,2,2,1.0,15,4,,,,123,123,123.0,OCAFGGHM_00644,1_refound_3
group_245,,hypothetical protein,2,2,1.0,15,3,,,,2073,2085,2079.0,OCAFGGHM_00622,GPENAHNM_00931
group_244,,hypothetical protein,2,2,1.0,15,2,,,,849,849,849.0,OCAFGGHM_00623,GPENAHNM_00930
brnQ,brnQ,Branched-chain amino acid permease BrnQ,2,2,1.0,15,1,,,,1380,1380,1380.0,OCAFGGHM_00630,GPENAHNM_00923
group_243,,hypothetical protein,2,2,1.0,14,7,,,,327,327,327.0,OCAFGGHM_00618,GPENAHNM_00936
group_242,,hypothetical protein,2,2,1.0,14,6,,,,807,807,807.0,OCAFGGHM_00612,GPENAHNM_00942
metB,metB,Cystathionine gamma-synthase,2,2,1.0,14,5,,,,1143,1143,1143.0,OCAFGGHM_00613,GPENAHNM_00941
uvrB_1,uvrB_1,UvrABC system protein B,2,2,1.0,14,4,,,,2811,2811,2811.0,OCAFGGHM_00615,GPENAHNM_00939
group_241,,hypothetical protein,2,2,1.0,14,3,,,,714,714,714.0,OCAFGGHM_00617,GPENAHNM_00937
exoA,exoA,Exodeoxyribonuclease,2,2,1.0,14,2,,,,828,828,828.0,OCAFGGHM_00614,GPENAHNM_00940
group_240,,Aldo-keto reductase/MSMEI_2347,2,2,1.0,14,1,,,,858,858,858.0,OCAFGGHM_00616,GPENAHNM_00938
dnaN,dnaN,Beta sliding clamp,2,2,1.0,13,46,,,,1131,1131,1131.0,OCAFGGHM_00580,GPENAHNM_00499
mnmE,mnmE,tRNA modification GTPase MnmE,2,2,1.0,13,45,,,,1383,1383,1383.0,OCAFGGHM_00575,GPENAHNM_00504
rpsF,rpsF,Small ribosomal subunit protein bS6,2,2,1.0,13,44,,,,294,294,294.0,OCAFGGHM_00585,GPENAHNM_00494
rpmH,rpmH,Large ribosomal subunit protein bL34,2,2,1.0,13,43,,,,141,141,141.0,OCAFGGHM_00578,GPENAHNM_00501
group_239,,hypothetical protein,2,2,1.0,13,42,,,,708,708,708.0,OCAFGGHM_00592,GPENAHNM_00487
misCA,misCA,Membrane protein insertase MisCA,2,2,1.0,13,40,,,,858,858,858.0,OCAFGGHM_00576,GPENAHNM_00503
yofA,yofA;,HTH-type transcriptional regulator YofA;hypothetical protein,2,2,1.0,13,37,,,,531,741,636.0,OCAFGGHM_00611,GPENAHNM_00473
group_235,,hypothetical protein,2,2,1.0,13,35,,,,1149,1149,1149.0,OCAFGGHM_00591,GPENAHNM_00488
rnpA,rnpA,Ribonuclease P protein component,2,2,1.0,13,32,,,,369,369,369.0,OCAFGGHM_00577,GPENAHNM_00502
rpsR,rpsR,Small ribosomal subunit protein bS18,2,2,1.0,13,30,,,,237,237,237.0,OCAFGGHM_00587,GPENAHNM_00492
ssb_2,ssb_2,Single-stranded DNA-binding protein,2,2,1.0,13,26,,,,516,516,516.0,OCAFGGHM_00586,GPENAHNM_00493
gyrA,gyrA,DNA gyrase subunit A GyrA,2,2,1.0,13,25,,,,2478,2478,2478.0,OCAFGGHM_00584,GPENAHNM_00495
pox5,pox5,Pyruvate oxidase,2,2,1.0,13,20,,,,1809,1809,1809.0,OCAFGGHM_00573,GPENAHNM_00506
rplI,rplI,Large ribosomal subunit protein bL9,2,2,1.0,13,17,,,,453,453,453.0,OCAFGGHM_00589,GPENAHNM_00490
group_224,,hypothetical protein,2,2,1.0,13,15,,,,330,330,330.0,OCAFGGHM_00608,GPENAHNM_00476
group_223,,hypothetical protein,2,2,1.0,13,14,,,,399,399,399.0,OCAFGGHM_00610,GPENAHNM_00474
mnmG,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,2,2,1.0,13,13,,,,1905,1905,1905.0,OCAFGGHM_00574,GPENAHNM_00505
gyrB,gyrB,DNA gyrase subunit B,2,2,1.0,13,12,,,,1956,1956,1956.0,OCAFGGHM_00583,GPENAHNM_00496
group_221,licC_1,Lichenan permease IIC component,2,2,1.0,13,10,,,,1362,1362,1362.0,OCAFGGHM_00607,GPENAHNM_00477
dnaB_1,dnaB_1,Replicative DNA helicase DnaB,2,2,1.0,13,9,,,,1368,1368,1368.0,OCAFGGHM_00590,GPENAHNM_00489
gdpP,gdpP,Cyclic-di-AMP phosphodiesterase GdpP,2,2,1.0,13,8,,,,2019,2019,2019.0,OCAFGGHM_00588,GPENAHNM_00491
dnaA,dnaA,Chromosomal replication initiator protein DnaA,2,2,1.0,13,7,,,,1368,1368,1368.0,OCAFGGHM_00579,GPENAHNM_00500
group_217,,hypothetical protein,2,2,1.0,13,3,,,,216,216,216.0,OCAFGGHM_00581,GPENAHNM_00498
recF,recF,DNA replication and repair protein RecF,2,2,1.0,13,2,,,,1125,1125,1125.0,OCAFGGHM_00582,GPENAHNM_00497
group_216,,hypothetical protein,2,2,1.0,13,1,,,,633,633,633.0,OCAFGGHM_00609,GPENAHNM_00475
ccpA,ccpA,Catabolite control protein A,2,2,1.0,12,52,,,,996,996,996.0,OCAFGGHM_00537,GPENAHNM_00262
group_215,,hypothetical protein,2,2,1.0,12,51,,,,558,558,558.0,OCAFGGHM_00532,GPENAHNM_00267
groEL,groEL,Chaperonin GroEL,2,2,1.0,12,50,,,,1626,1626,1626.0,OCAFGGHM_00569,GPENAHNM_00226
mggB,mggB,Mannosylglucosyl-3-phosphoglycerate phosphatase,2,2,1.0,12,49,,,,1389,1389,1389.0,OCAFGGHM_00533,GPENAHNM_00266
rex,rex,Redox-sensing transcriptional repressor Rex,2,2,1.0,12,48,,,,642,642,642.0,OCAFGGHM_00571,GPENAHNM_00224
group_213,,hypothetical protein,2,2,1.0,12,46,,,,858,858,858.0,OCAFGGHM_00568,GPENAHNM_00227
pepV,pepV,Beta-Ala-Xaa dipeptidase,2,2,1.0,12,45,,,,1407,1407,1407.0,OCAFGGHM_00536,GPENAHNM_00263
ruvB,ruvB,Holliday junction branch migration complex subunit RuvB,2,2,1.0,12,43,,,,1014,1014,1014.0,OCAFGGHM_00557,GPENAHNM_00240
mutSB,mutSB,Putative endonuclease MutS2,2,2,1.0,12,42,,,,2361,2361,2361.0,OCAFGGHM_00547,GPENAHNM_00250
group_211,,hypothetical protein,2,2,1.0,12,41,,,,375,375,375.0,OCAFGGHM_00556,GPENAHNM_00241
ruvA,ruvA,Holliday junction branch migration complex subunit RuvA,2,2,1.0,12,39,,,,582,582,582.0,OCAFGGHM_00558,GPENAHNM_00239
ykuT,ykuT,putative MscS family protein YkuT,2,2,1.0,12,38,,,,822,822,822.0,OCAFGGHM_00541,GPENAHNM_00257
trxA,trxA,Thioredoxin,2,2,1.0,12,37,,,,312,312,312.0,OCAFGGHM_00546,GPENAHNM_00252
group_209,,hypothetical protein,2,2,1.0,12,36,,,,315,315,315.0,OCAFGGHM_00548,GPENAHNM_00249
zwf,zwf,Glucose-6-phosphate 1-dehydrogenase,2,2,1.0,12,35,,,,1449,1449,1449.0,OCAFGGHM_00555,GPENAHNM_00242
yrrK,yrrK,Putative pre-16S rRNA nuclease,2,2,1.0,12,34,,,,447,447,447.0,OCAFGGHM_00549,GPENAHNM_00248
group_208,,hypothetical protein,2,2,1.0,12,33,,,,318,318,318.0,OCAFGGHM_00534,GPENAHNM_00265
mutS,mutS,DNA mismatch repair protein MutS,2,2,1.0,12,32,,,,2583,2583,2583.0,OCAFGGHM_00560,GPENAHNM_00237
group_207,,putative tautomerase.1,2,2,1.0,12,31,,,,180,180,180.0,OCAFGGHM_00542,GPENAHNM_00256
alaS,alaS,Alanine--tRNA ligase,2,2,1.0,12,30,,,,2637,2637,2637.0,OCAFGGHM_00551,GPENAHNM_00246
group_206,,hypothetical protein,2,2,1.0,12,29,,,,258,258,258.0,OCAFGGHM_00550,GPENAHNM_00247
murI,murI,Glutamate racemase,2,2,1.0,12,28,,,,798,798,798.0,OCAFGGHM_00544,GPENAHNM_00254
mutL,mutL,DNA mismatch repair protein MutL,2,2,1.0,12,26,,,,1869,1869,1869.0,OCAFGGHM_00559,GPENAHNM_00238
yslB,yslB,putative protein YslB,2,2,1.0,12,25,,,,396,396,396.0,OCAFGGHM_00545,GPENAHNM_00253
ettA~~~yheS_1,ettA;yheS_1,Energy-dependent translational throttle protein EttA;putative ATP-binding protein YheS,2,3,1.5,12,24,,,,705,1911,1280.0,OCAFGGHM_00572,GPENAHNM_00223;GPENAHNM_00222
group_203,,hypothetical protein,2,2,1.0,12,21,,,,330,330,330.0,OCAFGGHM_00539,GPENAHNM_00259
nrnA,nrnA,putative bifunctional oligoribonuclease and PAP phosphatase NrnA,2,2,1.0,12,20,,,,960,960,960.0,OCAFGGHM_00553,GPENAHNM_00244
group_200,,hypothetical protein,2,2,1.0,12,17,,,,834,837,835.5,OCAFGGHM_00567,GPENAHNM_00229
group_198,,dITP/XTP pyrophosphatase,2,2,1.0,12,12,,,,618,618,618.0,OCAFGGHM_00543,GPENAHNM_00255
cshB,cshB,DEAD-box ATP-dependent RNA helicase CshB,2,2,1.0,12,11,,,,1359,1359,1359.0,OCAFGGHM_00552,GPENAHNM_00245
group_197,,hypothetical protein,2,2,1.0,12,10,,,,537,606,571.5,OCAFGGHM_00530,GPENAHNM_00269
yutF,yutF,5'-nucleotidase YutF,2,2,1.0,12,8,,,,765,765,765.0,OCAFGGHM_00531,GPENAHNM_00268
uup_3,uup_3,ATP-binding protein Uup,2,2,1.0,12,7,,,,1566,1566,1566.0,OCAFGGHM_00566,GPENAHNM_00230
groES,groES,Co-chaperonin GroES,2,2,1.0,12,6,,,,285,285,285.0,OCAFGGHM_00570,GPENAHNM_00225
pepQ,pepQ,Xaa-Pro dipeptidase,2,2,1.0,12,5,,,,1113,1113,1113.0,OCAFGGHM_00538,GPENAHNM_00261
dinB_1,dinB_1,DNA polymerase IV,2,2,1.0,12,4,,,,1116,1116,1116.0,OCAFGGHM_00554,GPENAHNM_00243
group_194,,hypothetical protein,2,2,1.0,12,2,,,,426,426,426.0,OCAFGGHM_00540,GPENAHNM_00258
group_193,,hypothetical protein,2,2,1.0,12,1,,,,1380,1380,1380.0,OCAFGGHM_00535,GPENAHNM_00264
degV,degV,Protein DegV,2,2,1.0,11,16,,,,885,900,892.5,OCAFGGHM_00529,GPENAHNM_00909
clpY,clpY,ATP-dependent protease ATPase subunit ClpY,2,2,1.0,11,15,,,,1383,1383,1383.0,OCAFGGHM_00519,GPENAHNM_00900
plsY_1,plsY_1,Glycerol-3-phosphate acyltransferase,2,2,1.0,11,14,,,,621,621,621.0,OCAFGGHM_00521,GPENAHNM_00902
trmFO,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO,2,2,1.0,11,13,,,,1320,1320,1320.0,OCAFGGHM_00516,GPENAHNM_00897
lacX,lacX,Protein LacX plasmid,2,2,1.0,11,12,,,,885,885,885.0,OCAFGGHM_00520,GPENAHNM_00901
ppaC,ppaC,putative manganese-dependent inorganic pyrophosphatase,2,2,1.0,11,11,,,,936,936,936.0,OCAFGGHM_00524,GPENAHNM_00905
group_192,,Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase;Putative peptidyl-prolyl cis-trans isomerase,2,3,1.5,11,10,,,,258,603,382.0,OCAFGGHM_00526;OCAFGGHM_00525,GPENAHNM_00906
dprA,dprA,DNA processing protein DprA,2,2,1.0,11,9,,,,843,843,843.0,OCAFGGHM_00514,GPENAHNM_00895
parC,parC,DNA topoisomerase IV subunit A ParC,2,2,1.0,11,8,,,,2481,2481,2481.0,OCAFGGHM_00523,GPENAHNM_00904
xerC_2,xerC_2,Tyrosine recombinase XerC,2,2,1.0,11,7,,,,909,909,909.0,OCAFGGHM_00517,GPENAHNM_00898
group_191,,hypothetical protein,2,2,1.0,11,6,,,,894,894,894.0,OCAFGGHM_00513,GPENAHNM_00894
rqcH,rqcH,Rqc2 RqcH,2,2,1.0,11,5,,,,1689,1689,1689.0,OCAFGGHM_00527,GPENAHNM_00907
parE,parE,DNA topoisomerase IV subunit B ParE,2,2,1.0,11,4,,,,1944,1944,1944.0,OCAFGGHM_00522,GPENAHNM_00903
hslV,hslV,ATP-dependent protease subunit HslV,2,2,1.0,11,3,,,,531,531,531.0,OCAFGGHM_00518,GPENAHNM_00899
topA_2,topA_2,DNA topoisomerase 1,2,2,1.0,11,2,,,,2088,2088,2088.0,OCAFGGHM_00515,GPENAHNM_00896
group_190,,hypothetical protein,2,2,1.0,11,1,,,,414,414,414.0,OCAFGGHM_00528,GPENAHNM_00908
npr,npr,NADH peroxidase,2,2,1.0,10,14,,,,1371,1371,1371.0,OCAFGGHM_00501,GPENAHNM_01362
rnhB,rnhB,Ribonuclease HII,2,2,1.0,10,13,,,,759,759,759.0,OCAFGGHM_00511,GPENAHNM_01354
group_189,,hypothetical protein,2,2,1.0,10,12,,,,225,225,225.0,OCAFGGHM_00507,GPENAHNM_01357
group_188,,Acetyltransferase,2,2,1.0,10,11,,,,429,429,429.0,OCAFGGHM_00512,GPENAHNM_01353
group_187,,hypothetical protein,2,2,1.0,10,10,,,,906,906,906.0,OCAFGGHM_00502,GPENAHNM_01361
group_186,,hypothetical protein,2,2,1.0,10,9,,,,1062,1062,1062.0,OCAFGGHM_00500,GPENAHNM_01364
rbgA,rbgA,Ribosome biogenesis GTPase A,2,2,1.0,10,8,,,,843,843,843.0,OCAFGGHM_00510,GPENAHNM_01355
group_185,,DegV domain-containing protein,2,2,1.0,10,7,,,,843,843,843.0,OCAFGGHM_00506,GPENAHNM_01358
group_184,,hypothetical protein,2,2,1.0,10,6,,,,666,666,666.0,OCAFGGHM_00505,GPENAHNM_01359
cca,cca,CCA-adding enzyme,2,2,1.0,10,4,,,,1191,1191,1191.0,OCAFGGHM_00503,GPENAHNM_01360
nhaK,nhaK;,Sodium potassium lithium and rubidium/H(+) antiporter;hypothetical protein,2,3,1.5,10,3,,,,750,1596,1041.0,OCAFGGHM_00508;OCAFGGHM_00509,GPENAHNM_01356
smc_4,smc_4;,Chromosome partition protein Smc;hypothetical protein,2,2,1.0,10,1,,,,210,3588,1899.0,OCAFGGHM_00499,GPENAHNM_01365
dnaD,dnaD,Replicative helicase loading/DNA remodeling protein DnaD,2,2,1.0,8,14,,,,636,636,636.0,OCAFGGHM_00486,GPENAHNM_00964
group_179,,hypothetical protein,2,2,1.0,8,13,,,,492,492,492.0,OCAFGGHM_00484,GPENAHNM_00966
recU,recU,Holliday junction resolvase RecU,2,2,1.0,8,12,,,,621,621,621.0,OCAFGGHM_00490,GPENAHNM_00960
yokD_1,yokD_1,SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD,2,2,1.0,8,11,,,,810,810,810.0,OCAFGGHM_00488,GPENAHNM_00962
dinG,dinG,3'-5' exonuclease DinG,2,2,1.0,8,10,,,,2811,2811,2811.0,OCAFGGHM_00483,GPENAHNM_00967
asnS,asnS,Asparagine--tRNA ligase,2,2,1.0,8,9,,,,1299,1299,1299.0,OCAFGGHM_00485,GPENAHNM_00965
addA,addA,ATP-dependent helicase/nuclease subunit A,2,2,1.0,8,8,,,,1341,3561,2451.0,OCAFGGHM_00482,GPENAHNM_00968
coaBC~~~undec1A,coaBC;undec1A,Coenzyme A biosynthesis bifunctional protein CoaBC;Cysteine/Cysteine sulfinic acid decarboxylase,2,2,1.0,8,7,,,,1191,1191,1191.0,OCAFGGHM_00495,GPENAHNM_00955
group_178,,hypothetical protein,2,2,1.0,8,6,,,,567,567,567.0,OCAFGGHM_00491,GPENAHNM_00959
cpdA,cpdA,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA,2,2,1.0,8,5,,,,1245,1245,1245.0,OCAFGGHM_00494,GPENAHNM_00956
gpsB_1,gpsB_1,Cell cycle protein GpsB,2,2,1.0,8,4,,,,426,426,426.0,OCAFGGHM_00492,GPENAHNM_00958
ponA,ponA,Penicillin-binding protein 1A,2,2,1.0,8,3,,,,2337,2337,2337.0,OCAFGGHM_00489,GPENAHNM_00961
ypsC,ypsC,Putative RNA methyltransferase YpsC,2,2,1.0,8,2,,,,1128,1128,1128.0,OCAFGGHM_00493,GPENAHNM_00957
nth,nth,Endonuclease III,2,2,1.0,8,1,,,,654,654,654.0,OCAFGGHM_00487,GPENAHNM_00963
group_177,,hypothetical protein,2,2,1.0,7,68,,,,705,705,705.0,OCAFGGHM_00477,GPENAHNM_00167
