Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_gasseri__UMB1399__GCA_007826985.2,Lactobacillus_gasseri__UMB6735__GCA_030216645.1
gatC_4,gatC_4,Glutamyl-tRNA(Gln) amidotransferase subunit C,2,2,1.0,20,7,,,,303,303,303.0,DLKHCADP_01266,FKLDPHGP_01193
group_758,,hypothetical protein,2,2,1.0,20,5,,,,150,150,150.0,DLKHCADP_01292,FKLDPHGP_01166
uup_6,uup_6,ATP-binding protein Uup,2,2,1.0,20,2,,,,1569,1569,1569.0,DLKHCADP_01277,FKLDPHGP_01181
group_755,,hypothetical protein,2,2,1.0,20,1,,,,1983,1983,1983.0,DLKHCADP_01281,FKLDPHGP_01177
nrdF,nrdF,Ribonucleoside-diphosphate reductase 2 subunit beta,2,2,1.0,19,3,,,,1008,1008,1008.0,DLKHCADP_01257,FKLDPHGP_01724
nrdI_1~~~nrdI_2,nrdI_1;nrdI_2,Protein NrdI,2,2,1.0,19,2,,,,426,426,426.0,DLKHCADP_01258,FKLDPHGP_01725
nrdE1,nrdE1,Ribonucleoside-diphosphate reductase subunit alpha 1,2,2,1.0,19,1,,,,2169,2169,2169.0,DLKHCADP_01259,FKLDPHGP_01726
group_754,,hypothetical protein,2,2,1.0,18,7,,,,1011,1011,1011.0,DLKHCADP_01228,FKLDPHGP_01646
group_753,,hypothetical protein,2,3,1.5,18,6,,,,192,843,568.0,DLKHCADP_01230,FKLDPHGP_01643;FKLDPHGP_01644
group_752,,hypothetical protein,2,2,1.0,18,5,,,,789,789,789.0,DLKHCADP_01231,FKLDPHGP_01642
group_751,,hypothetical protein,2,2,1.0,18,4,,,,555,555,555.0,DLKHCADP_01233,FKLDPHGP_01640
group_750,,hypothetical protein,2,2,1.0,18,3,,,,600,600,600.0,DLKHCADP_01232,FKLDPHGP_01641
serS,serS,Serine--tRNA ligase,2,2,1.0,18,2,,,,1311,1311,1311.0,DLKHCADP_01234,FKLDPHGP_01639
gabD1,gabD1,Succinate-semialdehyde dehydrogenase [NADP(+)] 1,2,2,1.0,18,1,,,,1374,1374,1374.0,DLKHCADP_01229,FKLDPHGP_01645
sugC,sugC,Trehalose import ATP-binding protein SugC,2,2,1.0,17,25,,,,1086,1086,1086.0,DLKHCADP_01226,FKLDPHGP_01661
group_748,,hypothetical protein,2,2,1.0,17,23,,,,459,459,459.0,DLKHCADP_01217,FKLDPHGP_01655
group_747,,Protein ADP-ribosyltransferase,2,2,1.0,17,22,,,,810,810,810.0,DLKHCADP_01402,FKLDPHGP_01668
group_746,,hypothetical protein,2,2,1.0,17,21,,,,684,684,684.0,DLKHCADP_01239,FKLDPHGP_01647
group_745,,Putative phosphatase,2,2,1.0,17,20,,,,744,804,774.0,DLKHCADP_01238,FKLDPHGP_01648
araQ,araQ,Arabinooligosaccharides transport system permease protein AraQ,2,2,1.0,17,19,,,,831,831,831.0,DLKHCADP_01213,FKLDPHGP_01659
pepT_3,pepT_3,Peptidase T,2,2,1.0,17,18,,,,1278,1278,1278.0,DLKHCADP_01399,FKLDPHGP_01671
paiA,paiA,Spermidine/spermine N(1)-acetyltransferase,2,2,1.0,17,17,,,,552,552,552.0,DLKHCADP_01218,FKLDPHGP_01654
pepDA_2~~~pepDA_3,pepDA_2;pepDA_3,Dipeptidase A,2,2,1.0,17,16,,,,1434,1434,1434.0,DLKHCADP_01225,FKLDPHGP_01662
group_744,,hypothetical protein,2,2,1.0,17,15,,,,450,450,450.0,DLKHCADP_01400,FKLDPHGP_01670
group_743,,hypothetical protein,2,2,1.0,17,14,,,,636,636,636.0,DLKHCADP_01401,FKLDPHGP_01669
rnj,rnj,Ribonuclease J,2,2,1.0,17,13,,,,1302,1302,1302.0,DLKHCADP_01214,FKLDPHGP_01658
group_742,,hypothetical protein,2,2,1.0,17,12,,,,1305,1305,1305.0,DLKHCADP_01215,FKLDPHGP_01657
group_741,,hypothetical protein,2,2,1.0,17,11,,,,564,564,564.0,DLKHCADP_01235,FKLDPHGP_01650
murK,murK,N-acetylmuramic acid/N-acetylglucosamine kinase,2,2,1.0,17,10,,,,924,924,924.0,DLKHCADP_01220,FKLDPHGP_01652
group_740,,hypothetical protein,2,2,1.0,17,9,,,,639,1125,882.0,DLKHCADP_01222,FKLDPHGP_01666
dkgB,dkgB;,25-diketo-D-gluconic acid reductase B;hypothetical protein,2,3,1.5,17,8,,,,126,825,471.0,DLKHCADP_01223,FKLDPHGP_01664;FKLDPHGP_01665
group_739,,hypothetical protein,2,2,1.0,17,7,,,,369,369,369.0,DLKHCADP_01216,FKLDPHGP_01656
dinG_2,dinG_2,3'-5' exonuclease DinG,2,2,1.0,17,6,,,,963,963,963.0,DLKHCADP_01403,FKLDPHGP_01667
group_738,,Acetyltransferase,2,2,1.0,17,5,,,,441,441,441.0,DLKHCADP_01219,FKLDPHGP_01653
lacF_1,lacF_1,Lactose transport system permease protein LacF,2,2,1.0,17,4,,,,864,864,864.0,DLKHCADP_01227,FKLDPHGP_01660
group_737,,hypothetical protein,2,2,1.0,17,3,,,,849,849,849.0,DLKHCADP_01224,FKLDPHGP_01663
group_736,,hypothetical protein,2,2,1.0,17,2,,,,945,945,945.0,DLKHCADP_01221,FKLDPHGP_01651
ydgH,;ydgH,hypothetical protein;Putative membrane protein YdgH,2,3,1.5,17,1,,,,1677,3741,2453.0,DLKHCADP_01237;DLKHCADP_01236,FKLDPHGP_01649
groEL,groEL,Chaperonin GroEL,2,2,1.0,16,2,,,,1632,1632,1632.0,DLKHCADP_01173,FKLDPHGP_01148
group_735,,hypothetical protein,2,2,1.0,16,1,,,,132,6486,3309.0,DLKHCADP_01174,FKLDPHGP_01149
yvqK,yvqK,Corrinoid adenosyltransferase,2,2,1.0,15,78,,,,537,537,537.0,DLKHCADP_01369,FKLDPHGP_01202
ecfT_1,ecfT_1,Energy-coupling factor transporter transmembrane protein EcfT,2,2,1.0,15,76,,,,831,831,831.0,DLKHCADP_01364,FKLDPHGP_01207
group_728,,hypothetical protein,2,2,1.0,15,72,,,,558,558,558.0,DLKHCADP_01362,FKLDPHGP_01209
group_727,,(R)-S-adenosyl-L-methionine hydrolase,2,2,1.0,15,71,,,,846,846,846.0,DLKHCADP_01361,FKLDPHGP_01210
pepV_2,pepV_2,Beta-Ala-Xaa dipeptidase,2,2,1.0,15,69,,,,1317,1317,1317.0,DLKHCADP_01435,FKLDPHGP_01239
group_725,,hypothetical protein,2,2,1.0,15,68,,,,849,849,849.0,DLKHCADP_01157,FKLDPHGP_01221
dinB_2,dinB_2,DNA polymerase IV,2,2,1.0,15,67,,,,1320,1320,1320.0,DLKHCADP_01155,FKLDPHGP_01219
group_723,,putative RNA methyltransferase,2,2,1.0,15,65,,,,1353,1353,1353.0,DLKHCADP_01357,FKLDPHGP_01214
nhaC,nhaC,Na(+)/H(+) antiporter NhaC,2,2,1.0,15,62,,,,1377,1377,1377.0,DLKHCADP_01360,FKLDPHGP_01211
ytpP,ytpP,Thioredoxin-like protein YtpP,2,2,1.0,15,61,,,,321,321,321.0,DLKHCADP_01432,FKLDPHGP_01236
group_721,,hypothetical protein,2,2,1.0,15,60,,,,420,423,421.5,DLKHCADP_01150,FKLDPHGP_01235
prsA,prsA,Foldase protein PrsA,2,2,1.0,15,57,,,,897,897,897.0,DLKHCADP_01142,FKLDPHGP_01227
group_717,,hypothetical protein,2,2,1.0,15,55,,,,351,351,351.0,DLKHCADP_01143,FKLDPHGP_01228
group_716,,hypothetical protein,2,2,1.0,15,54,,,,354,354,354.0,DLKHCADP_01159,FKLDPHGP_01223
pheT_1,pheT_1,Phenylalanine--tRNA ligase beta subunit,2,2,1.0,15,53,,,,648,648,648.0,DLKHCADP_01433,FKLDPHGP_01237
group_713,,hypothetical protein,2,2,1.0,15,50,,,,384,384,384.0,DLKHCADP_01154,FKLDPHGP_01218
group_711,,hypothetical protein,2,2,1.0,15,48,,,,387,387,387.0,DLKHCADP_01367,FKLDPHGP_01204
group_709,,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase,2,2,1.0,15,46,,,,954,954,954.0,DLKHCADP_01436,FKLDPHGP_01240
pbpX_2~~~pbpX_1,pbpX_2;pbpX_1,Putative penicillin-binding protein PbpX,2,2,1.0,15,43,,,,744,1038,891.0,DLKHCADP_01151,FKLDPHGP_01215
group_707,,hypothetical protein,2,2,1.0,15,42,,,,684,684,684.0,DLKHCADP_01358,FKLDPHGP_01213
yhaM,yhaM,3'-5' exoribonuclease YhaM,2,2,1.0,15,41,,,,978,978,978.0,DLKHCADP_01141,FKLDPHGP_01226
trmB,trmB,tRNA (guanine-N(7)-)-methyltransferase,2,2,1.0,15,40,,,,654,654,654.0,DLKHCADP_01148,FKLDPHGP_01233
ykoD_1,ykoD_1,Putative HMP/thiamine import ATP-binding protein YkoD,2,2,1.0,15,39,,,,1722,1722,1722.0,DLKHCADP_01363,FKLDPHGP_01208
bcrA,bcrA,Bacitracin transport ATP-binding protein BcrA,2,2,1.0,15,38,,,,600,705,652.5,DLKHCADP_01359,FKLDPHGP_01212
group_705,,IS3 family transposase ISEnfa5,2,2,1.0,15,36,,,,708,708,708.0,DLKHCADP_01370,FKLDPHGP_01201
ybhL_2,ybhL_2,Inner membrane protein YbhL,2,2,1.0,15,35,,,,714,714,714.0,DLKHCADP_01365,FKLDPHGP_01206
hit,hit,Protein hit,2,2,1.0,15,34,,,,435,435,435.0,DLKHCADP_01145,FKLDPHGP_01230
nagR_2,nagR_2,HTH-type transcriptional repressor NagR,2,2,1.0,15,30,,,,729,729,729.0,DLKHCADP_01434,FKLDPHGP_01238
group_700,,hypothetical protein,2,2,1.0,15,27,,,,444,444,444.0,DLKHCADP_01149,FKLDPHGP_01234
ecsA,ecsA,ABC-type transporter ATP-binding protein EcsA,2,2,1.0,15,26,,,,747,747,747.0,DLKHCADP_01146,FKLDPHGP_01231
pbp2a,pbp2a,Penicillin-binding protein 2a,2,2,1.0,15,25,,,,2058,2058,2058.0,DLKHCADP_01158,FKLDPHGP_01222
galE_1,galE_1,UDP-glucose 4-epimerase,2,2,1.0,15,24,,,,186,186,186.0,DLKHCADP_01317,1_refound_8
rtpR,rtpR,Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase,2,2,1.0,15,23,,,,2235,2235,2235.0,DLKHCADP_01366,FKLDPHGP_01205
group_694,,hypothetical protein,2,2,1.0,15,17,,,,2439,2439,2439.0,DLKHCADP_01140,FKLDPHGP_01225
group_693,,hypothetical protein,2,2,1.0,15,16,,,,489,489,489.0,DLKHCADP_01144,FKLDPHGP_01229
group_692,,hypothetical protein,2,2,1.0,15,15,,,,786,786,786.0,DLKHCADP_01152,FKLDPHGP_01216
group_690,,hypothetical protein,2,2,1.0,15,12,,,,228,228,228.0,DLKHCADP_01371,FKLDPHGP_01200
group_685,,hypothetical protein,2,2,1.0,15,7,,,,1212,1212,1212.0,DLKHCADP_01147,FKLDPHGP_01232
group_684,,hypothetical protein,2,2,1.0,15,6,,,,522,522,522.0,DLKHCADP_01368,FKLDPHGP_01203
group_681,,hypothetical protein,2,2,1.0,15,3,,,,525,525,525.0,DLKHCADP_01437,FKLDPHGP_01241
group_680,,hypothetical protein,2,2,1.0,15,2,,,,525,525,525.0,DLKHCADP_01153,FKLDPHGP_01217
dltB,dltB,Teichoic acid D-alanyltransferase,2,2,1.0,14,104,,,,1224,1224,1224.0,DLKHCADP_01029,FKLDPHGP_01355
group_677,,L-lactate oxidase,2,2,1.0,14,103,,,,1239,1239,1239.0,DLKHCADP_01085,FKLDPHGP_01404
group_676,,hypothetical protein,2,2,1.0,14,102,,,,1260,1260,1260.0,DLKHCADP_01111,FKLDPHGP_01430
group_675,,hypothetical protein,2,2,1.0,14,101,,,,546,546,546.0,DLKHCADP_01093,FKLDPHGP_01412
group_674,,hypothetical protein,2,2,1.0,14,100,,,,1269,1269,1269.0,DLKHCADP_01103,FKLDPHGP_01422
ygcS,ygcS,Inner membrane metabolite transport protein YgcS,2,2,1.0,14,99,,,,1275,1275,1275.0,DLKHCADP_01105,FKLDPHGP_01424
yeaE,yeaE,Methylglyoxal reductase YeaE,2,2,1.0,14,98,,,,840,840,840.0,DLKHCADP_01081,FKLDPHGP_01400
dltD,dltD,Protein DltD,2,2,1.0,14,96,,,,1302,1302,1302.0,DLKHCADP_01027,FKLDPHGP_01353
group_672,,hypothetical protein,2,2,1.0,14,95,,,,846,846,846.0,DLKHCADP_01110,FKLDPHGP_01429
group_671,,hypothetical protein,2,2,1.0,14,94,,,,558,558,558.0,DLKHCADP_01109,FKLDPHGP_01428
group_670,,hypothetical protein,2,2,1.0,14,93,,,,558,558,558.0,DLKHCADP_01094,FKLDPHGP_01413
pbuG_2,pbuG_2,Guanine/hypoxanthine permease PbuG,2,2,1.0,14,92,,,,1311,1311,1311.0,DLKHCADP_01089,FKLDPHGP_01408
pbuG_1,pbuG_1,Guanine/hypoxanthine permease PbuG,2,2,1.0,14,91,,,,1311,1311,1311.0,DLKHCADP_01086,FKLDPHGP_01405
pbuG_3,pbuG_3,Guanine/hypoxanthine permease PbuG,2,2,1.0,14,90,,,,1314,1314,1314.0,DLKHCADP_01091,FKLDPHGP_01410
group_669,,hypothetical protein,2,2,1.0,14,88,,,,288,288,288.0,DLKHCADP_01097,FKLDPHGP_01416
group_668,,hypothetical protein,2,2,1.0,14,87,,,,345,345,345.0,DLKHCADP_01035,FKLDPHGP_01360
group_667,,hypothetical protein,2,2,1.0,14,86,,,,261,288,274.5,DLKHCADP_01037,FKLDPHGP_01361
group_666,,hypothetical protein,2,2,1.0,14,85,,,,1152,1152,1152.0,DLKHCADP_01033,FKLDPHGP_01359
group_665,,hypothetical protein,2,2,1.0,14,84,,,,300,300,300.0,DLKHCADP_01090,FKLDPHGP_01409
group_664,,hypothetical protein,2,2,1.0,14,83,,,,861,861,861.0,DLKHCADP_01045,FKLDPHGP_01369
group_663,,hypothetical protein,2,2,1.0,14,82,,,,231,240,235.5,DLKHCADP_01047,FKLDPHGP_01371
group_662,,hypothetical protein,2,2,1.0,14,81,,,,867,867,867.0,DLKHCADP_01099,FKLDPHGP_01418
group_661,,hypothetical protein,2,2,1.0,14,80,,,,1122,1122,1122.0,DLKHCADP_01056,FKLDPHGP_01379
group_660,,hypothetical protein,2,2,1.0,14,79,,,,1320,1320,1320.0,DLKHCADP_01023,FKLDPHGP_01349
group_659,,hypothetical protein,2,2,1.0,14,78,,,,285,285,285.0,DLKHCADP_01038,FKLDPHGP_01362
group_657,,hypothetical protein,2,2,1.0,14,76,,,,288,288,288.0,DLKHCADP_01032,FKLDPHGP_01358
yidC2,yidC2,Membrane protein insertase YidC 2,2,2,1.0,14,74,,,,876,876,876.0,DLKHCADP_01117,FKLDPHGP_01436
group_655,,hypothetical protein,2,2,1.0,14,72,,,,648,648,648.0,DLKHCADP_01055,FKLDPHGP_01378
mnmE,mnmE,tRNA modification GTPase MnmE,2,2,1.0,14,71,,,,1386,1386,1386.0,DLKHCADP_01116,FKLDPHGP_01435
gnd,gnd,6-phosphogluconate dehydrogenase decarboxylating,2,2,1.0,14,69,,,,1389,1389,1389.0,DLKHCADP_01113,FKLDPHGP_01432
appC,appC,Cytochrome bd-II ubiquinol oxidase subunit 1,2,2,1.0,14,68,,,,1392,1392,1392.0,DLKHCADP_01059,FKLDPHGP_01381
ykfB,ykfB,L-Ala-D/L-Glu epimerase,2,2,1.0,14,67,,,,1056,1056,1056.0,DLKHCADP_01072,FKLDPHGP_01395
murQ,murQ,N-acetylmuramic acid 6-phosphate etherase,2,2,1.0,14,66,,,,894,894,894.0,DLKHCADP_01074,FKLDPHGP_01397
bcaP_2,bcaP_2,Branched-chain amino acid permease BcaP,2,2,1.0,14,65,,,,1401,1401,1401.0,DLKHCADP_01020,FKLDPHGP_01346
group_654,,hypothetical protein,2,2,1.0,14,64,,,,261,261,261.0,DLKHCADP_01046,FKLDPHGP_01370
group_653,,hypothetical protein,2,2,1.0,14,63,,,,237,237,237.0,DLKHCADP_01024,FKLDPHGP_01350
dltA,dltA,D-alanine--D-alanyl carrier protein ligase,2,2,1.0,14,62,,,,1509,1509,1509.0,DLKHCADP_01030,FKLDPHGP_01356
gatC_1~~~gatC_3,gatC_1;gatC_3,PTS system galactitol-specific EIIC component,2,2,1.0,14,61,,,,1452,1455,1453.5,DLKHCADP_01052,FKLDPHGP_01375
darB,darB,Cyclic di-AMP receptor B,2,2,1.0,14,60,,,,489,489,489.0,DLKHCADP_01040,FKLDPHGP_01364
gatC_2,gatC_2,PTS system galactitol-specific EIIC component,2,2,1.0,14,59,,,,1455,1455,1455.0,DLKHCADP_01053,FKLDPHGP_01376
group_652,,hypothetical protein,2,2,1.0,14,58,,,,915,915,915.0,DLKHCADP_01022,FKLDPHGP_01348
group_651,,hypothetical protein,2,2,1.0,14,56,,,,924,924,924.0,DLKHCADP_01050,FKLDPHGP_01373
group_650,,Deoxyadenosine kinase,2,2,1.0,14,55,,,,648,648,648.0,DLKHCADP_01083,FKLDPHGP_01402
pcp,pcp,Pyrrolidone-carboxylate peptidase,2,2,1.0,14,54,,,,648,648,648.0,DLKHCADP_01049,FKLDPHGP_01372
ycaM_1,ycaM_1,Inner membrane transporter YcaM,2,2,1.0,14,53,,,,1479,1479,1479.0,DLKHCADP_01101,FKLDPHGP_01420
menA,menA,14-dihydroxy-2-naphthoate octaprenyltransferase,2,2,1.0,14,52,,,,927,927,927.0,DLKHCADP_01063,FKLDPHGP_01385
group_649,,hypothetical protein,2,2,1.0,14,51,,,,285,291,288.0,DLKHCADP_01039,FKLDPHGP_01363
pbpX_1,pbpX_1,Putative penicillin-binding protein PbpX,2,2,1.0,14,50,,,,927,927,927.0,DLKHCADP_01026,FKLDPHGP_01352
crp,crp,cAMP-activated global transcriptional regulator CRP,2,2,1.0,14,49,,,,651,651,651.0,DLKHCADP_01108,FKLDPHGP_01427
uup_5~~~uup_7,uup_5;;uup_7,ATP-binding protein Uup;hypothetical protein,2,3,1.5,14,48,,,,882,2340,1508.0,DLKHCADP_01057;DLKHCADP_01058,FKLDPHGP_01380
rnpA,rnpA,Ribonuclease P protein component,2,2,1.0,14,47,,,,369,369,369.0,DLKHCADP_01118,FKLDPHGP_01437
group_648,,hypothetical protein,2,2,1.0,14,46,,,,933,933,933.0,DLKHCADP_01064,FKLDPHGP_01387
group_647,,hypothetical protein,2,2,1.0,14,45,,,,378,378,378.0,DLKHCADP_01096,FKLDPHGP_01415
uup_4,uup_4,ATP-binding protein Uup,2,2,1.0,14,44,,,,1569,1569,1569.0,DLKHCADP_01044,FKLDPHGP_01368
group_646,,Deoxyguanosine kinase,2,2,1.0,14,43,,,,675,675,675.0,DLKHCADP_01084,FKLDPHGP_01403
group_645,,hypothetical protein,2,2,1.0,14,42,,,,675,675,675.0,DLKHCADP_01051,FKLDPHGP_01374
group_644,,hypothetical protein,2,2,1.0,14,41,,,,399,399,399.0,DLKHCADP_01106,FKLDPHGP_01425
group_643,,hypothetical protein,2,2,1.0,14,40,,,,399,399,399.0,DLKHCADP_01080,FKLDPHGP_01399
fpaP_1,fpaP_1,Proline iminopeptidase,2,2,1.0,14,39,,,,885,885,885.0,DLKHCADP_01066,FKLDPHGP_01389
clcA_2,clcA_2,H(+)/Cl(-) exchange transporter ClcA,2,2,1.0,14,38,,,,1521,1554,1537.5,DLKHCADP_01112,FKLDPHGP_01431
def_2,def_2,Peptide deformylase,2,2,1.0,14,37,,,,414,414,414.0,DLKHCADP_01092,FKLDPHGP_01411
cydC,cydC,Glutathione/L-cysteine transport system ATP-binding/permease protein CydC,2,2,1.0,14,36,,,,1746,1746,1746.0,DLKHCADP_01062,FKLDPHGP_01384
group_642,,hypothetical protein,2,2,1.0,14,35,,,,171,171,171.0,DLKHCADP_01043,FKLDPHGP_01367
pox5,pox5,Pyruvate oxidase,2,2,1.0,14,33,,,,1809,1809,1809.0,DLKHCADP_01114,FKLDPHGP_01433
cydD,cydD,Glutathione/L-cysteine transport system ATP-binding/permease protein CydD,2,2,1.0,14,31,,,,1818,1818,1818.0,DLKHCADP_01061,FKLDPHGP_01383
nagB,nagB,Glucosamine-6-phosphate deaminase,2,2,1.0,14,30,,,,720,720,720.0,DLKHCADP_01082,FKLDPHGP_01401
mutS2,mutS2,Endonuclease MutS2,2,2,1.0,14,29,,,,1863,1863,1863.0,DLKHCADP_01107,FKLDPHGP_01426
cydB,cydB,Cytochrome bd-I ubiquinol oxidase subunit 2,2,2,1.0,14,28,,,,1023,1023,1023.0,DLKHCADP_01060,FKLDPHGP_01382
copY,copY,Transcriptional repressor CopY,2,2,1.0,14,27,,,,435,435,435.0,DLKHCADP_01095,FKLDPHGP_01414
zosA,zosA,Zinc-transporting ATPase,2,2,1.0,14,26,,,,1878,1878,1878.0,DLKHCADP_01041,FKLDPHGP_01365
mnmG,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,2,2,1.0,14,25,,,,1896,1896,1896.0,DLKHCADP_01115,FKLDPHGP_01434
rpmH,rpmH,Large ribosomal subunit protein bL34,2,2,1.0,14,24,,,,141,141,141.0,DLKHCADP_01119,FKLDPHGP_01438
group_640,,hypothetical protein,2,2,1.0,14,21,,,,441,441,441.0,DLKHCADP_01104,FKLDPHGP_01423
copA,copA,Copper-exporting P-type ATPase,2,2,1.0,14,20,,,,1935,1935,1935.0,DLKHCADP_01098,FKLDPHGP_01417
group_639,,hypothetical protein,2,2,1.0,14,19,,,,732,732,732.0,DLKHCADP_01073,FKLDPHGP_01396
group_638,,hypothetical protein,2,2,1.0,14,18,,,,735,735,735.0,DLKHCADP_01088,FKLDPHGP_01407
pepO_3,pepO_3,Neutral endopeptidase,2,2,1.0,14,17,,,,1947,1947,1947.0,DLKHCADP_01100,FKLDPHGP_01419
group_637,,hypothetical protein,2,2,1.0,14,16,,,,159,159,159.0,DLKHCADP_01031,FKLDPHGP_01357
bmpA,bmpA,ABC transporter nucleoside-binding protein BmpA,2,2,1.0,14,15,,,,1074,1074,1074.0,DLKHCADP_01065,FKLDPHGP_01388
group_636,,hypothetical protein,2,2,1.0,14,13,,,,180,180,180.0,DLKHCADP_01087,FKLDPHGP_01406
odcI,odcI,Inducible ornithine decarboxylase,2,2,1.0,14,12,,,,2100,2100,2100.0,DLKHCADP_01102,FKLDPHGP_01421
clpE_1,clpE_1,ATP-dependent Clp protease ATP-binding subunit ClpE,2,2,1.0,14,11,,,,2118,2118,2118.0,DLKHCADP_01021,FKLDPHGP_01347
yfcA,yfcA,putative membrane transporter protein YfcA,2,2,1.0,14,10,,,,762,762,762.0,DLKHCADP_01075,FKLDPHGP_01398
napA,napA,Na(+)/H(+) antiporter,2,2,1.0,14,8,,,,1161,1161,1161.0,DLKHCADP_01042,FKLDPHGP_01366
yagU_1,yagU_1,Inner membrane protein YagU,2,2,1.0,14,5,,,,510,510,510.0,DLKHCADP_01054,FKLDPHGP_01377
group_634,,hypothetical protein,2,2,1.0,14,4,,,,1200,1200,1200.0,DLKHCADP_01025,FKLDPHGP_01351
dltC,dltC,D-alanyl carrier protein,2,2,1.0,14,1,,,,240,240,240.0,DLKHCADP_01028,FKLDPHGP_01354
group_632,ptpB_1,Triple specificity protein phosphatase PtpB,2,2,1.0,13,1,,,,777,777,777.0,DLKHCADP_00923,FKLDPHGP_01623
group_631,,putative transporter,2,2,1.0,12,14,,,,1401,1401,1401.0,DLKHCADP_00903,FKLDPHGP_01630
yicL_2,yicL_2,putative inner membrane transporter YicL,2,2,1.0,12,13,,,,894,894,894.0,DLKHCADP_00900,FKLDPHGP_01627
asnA,asnA,Aspartate--ammonia ligase,2,2,1.0,12,12,,,,1011,1011,1011.0,DLKHCADP_00901,FKLDPHGP_01628
bcaP_1~~~bcaP_2,bcaP_1;bcaP_2,Branched-chain amino acid permease BcaP,2,2,1.0,12,11,,,,1389,1389,1389.0,DLKHCADP_00899,FKLDPHGP_01626
sorA_1,sorA_1,PTS system sorbose-specific EIIC component,2,2,1.0,12,10,,,,804,804,804.0,DLKHCADP_00909,FKLDPHGP_01636
gatD,gatD,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD,2,2,1.0,12,9,,,,684,684,684.0,DLKHCADP_00898,FKLDPHGP_01625
manZ_2,manZ_2,PTS system mannose-specific EIID component,2,2,1.0,12,8,,,,930,930,930.0,DLKHCADP_00908,FKLDPHGP_01635
manX,manX,PTS system mannose-specific EIIAB component,2,2,1.0,12,7,,,,999,999,999.0,DLKHCADP_00910,FKLDPHGP_01637
group_630,,hypothetical protein,2,2,1.0,12,6,,,,363,363,363.0,DLKHCADP_00907,FKLDPHGP_01634
thrP_2,thrP_2,Threonine/serine transporter ThrP,2,2,1.0,12,5,,,,1392,1392,1392.0,DLKHCADP_00906,FKLDPHGP_01633
thrP_1,thrP_1,Threonine/serine transporter ThrP,2,2,1.0,12,4,,,,1383,1383,1383.0,DLKHCADP_00905,FKLDPHGP_01632
group_629,,Putative glutamine amidotransferase,2,2,1.0,12,3,,,,726,726,726.0,DLKHCADP_00904,FKLDPHGP_01631
group_628,,hypothetical protein,2,2,1.0,12,2,,,,1221,1221,1221.0,DLKHCADP_00902,FKLDPHGP_01629
thiD,thiD,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,2,2,1.0,12,1,,,,819,819,819.0,DLKHCADP_00897,FKLDPHGP_01624
group_627,,hypothetical protein,2,2,1.0,11,11,,,,747,747,747.0,DLKHCADP_00825,FKLDPHGP_00059
nnrD,nnrD,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,2,2,1.0,11,10,,,,846,846,846.0,DLKHCADP_00826,FKLDPHGP_00060
group_626,,hypothetical protein,2,2,1.0,11,9,,,,678,678,678.0,DLKHCADP_00827,FKLDPHGP_00061
mdtP_2,mdtP_2,Multidrug transporter protein MdtP,2,2,1.0,11,8,,,,1458,1458,1458.0,DLKHCADP_00820,FKLDPHGP_00054
metK,metK,S-adenosylmethionine synthase,2,2,1.0,11,7,,,,1209,1209,1209.0,DLKHCADP_00819,FKLDPHGP_00053
group_625,,hypothetical protein,2,2,1.0,11,6,,,,1134,1134,1134.0,DLKHCADP_00824,FKLDPHGP_00058
murJ,murJ,Lipid II flippase MurJ,2,2,1.0,11,5,,,,1659,1659,1659.0,DLKHCADP_00823,FKLDPHGP_00057
leuS,leuS,Leucine--tRNA ligase,2,2,1.0,11,4,,,,2415,2415,2415.0,DLKHCADP_00822,FKLDPHGP_00056
argS,argS,Arginine--tRNA ligase,2,2,1.0,11,3,,,,1677,1677,1677.0,DLKHCADP_00829,FKLDPHGP_00063
dacA,dacA,D-alanyl-D-alanine carboxypeptidase DacA,2,2,1.0,11,2,,,,927,927,927.0,DLKHCADP_00828,FKLDPHGP_00062
group_624,,hypothetical protein,2,2,1.0,11,1,,,,459,708,583.5,DLKHCADP_00821,FKLDPHGP_00055
group_623,,hypothetical protein,2,2,1.0,10,19,,,,318,318,318.0,DLKHCADP_00796,FKLDPHGP_00065
group_622,,hypothetical protein,2,2,1.0,10,18,,,,333,333,333.0,DLKHCADP_00798,FKLDPHGP_00067
hpt_2,hpt_2,Hypoxanthine-guanine phosphoribosyltransferase,2,2,1.0,10,17,,,,537,537,537.0,DLKHCADP_00800,FKLDPHGP_00069
group_621,,hypothetical protein,2,2,1.0,10,16,,,,939,939,939.0,DLKHCADP_00806,FKLDPHGP_00075
gla,gla,Glycerol facilitator-aquaporin gla,2,2,1.0,10,15,,,,756,756,756.0,DLKHCADP_00808,FKLDPHGP_00077
msrC,msrC,Free methionine-R-sulfoxide reductase,2,2,1.0,10,14,,,,459,459,459.0,DLKHCADP_00803,FKLDPHGP_00072
