Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_paragasseri__UMB0056__GCA_002884735.1,Lactobacillus_paragasseri__UMB5640__GCA_030216965.1,Lactobacillus_paragasseri__UMB6357__GCA_030216895.1
group_793,,hypothetical protein,3,3,1.0,11,9,,,,249,249,249.0,CHONFCMC_01694,KGGMHOKE_01726,JPPLDLFD_01478
hrtA,hrtA,Putative hemin import ATP-binding protein HrtA,3,3,1.0,11,8,,,,678,678,678.0,CHONFCMC_01677,KGGMHOKE_01743,JPPLDLFD_01495
guaA_2,guaA_2,GMP synthase [glutamine-hydrolyzing],3,3,1.0,11,7,,,,684,684,684.0,CHONFCMC_01658,KGGMHOKE_01761,JPPLDLFD_01513
gatD,gatD,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD,3,3,1.0,11,6,,,,684,684,684.0,CHONFCMC_01643,KGGMHOKE_01777,JPPLDLFD_01528
tagK_3,tagK_3,D-tagatose-1-phosphate kinase,3,3,1.0,11,5,,,,915,915,915.0,CHONFCMC_01707,KGGMHOKE_01713,JPPLDLFD_01464
vanR,vanR,Regulatory protein VanR,3,3,1.0,11,4,,,,687,687,687.0,CHONFCMC_01699,KGGMHOKE_01721,JPPLDLFD_01473
group_792,,hypothetical protein,3,3,1.0,11,3,,,,690,690,690.0,CHONFCMC_01667,KGGMHOKE_01752,JPPLDLFD_01504
group_790,,hypothetical protein,3,3,1.0,11,1,,,,1221,1221,1221.0,CHONFCMC_01639,KGGMHOKE_01781,JPPLDLFD_01532
group_789,,hypothetical protein,3,3,1.0,10,40,,,,342,342,342.0,CHONFCMC_01615,KGGMHOKE_01107,JPPLDLFD_00703
dinB_2,dinB_2,DNA polymerase IV,3,3,1.0,10,39,,,,1122,1122,1122.0,CHONFCMC_01599,KGGMHOKE_01123,JPPLDLFD_00687
ruvA,ruvA,Holliday junction branch migration complex subunit RuvA,3,3,1.0,10,38,,,,579,579,579.0,CHONFCMC_01595,KGGMHOKE_01127,JPPLDLFD_00683
dedA,dedA,DedA family protein,3,3,1.0,10,37,,,,651,651,651.0,CHONFCMC_01627,KGGMHOKE_01095,JPPLDLFD_01084
mutSB,mutSB,Putative endonuclease MutS2,3,3,1.0,10,36,,,,2367,2367,2367.0,CHONFCMC_01607,KGGMHOKE_01115,JPPLDLFD_00695
pglK,pglK,Protein glycosylation K,3,3,1.0,10,35,,,,1635,1641,1639.0,CHONFCMC_01618,KGGMHOKE_01104,JPPLDLFD_00706
group_788,,hypothetical protein,3,3,1.0,10,34,,,,1368,1368,1368.0,CHONFCMC_01623,KGGMHOKE_01099,JPPLDLFD_01088
ruvB,ruvB,Holliday junction branch migration complex subunit RuvB,3,3,1.0,10,33,,,,1020,1020,1020.0,CHONFCMC_01596,KGGMHOKE_01126,JPPLDLFD_00684
yutF,yutF,5'-nucleotidase YutF,3,3,1.0,10,32,,,,783,783,783.0,CHONFCMC_01625,KGGMHOKE_01097,JPPLDLFD_01086
group_787,,hypothetical protein,3,3,1.0,10,31,,,,543,543,543.0,CHONFCMC_01606,KGGMHOKE_01116,JPPLDLFD_00694
mutS,mutS,DNA mismatch repair protein MutS,3,3,1.0,10,30,,,,2574,2574,2574.0,CHONFCMC_01593,KGGMHOKE_01129,JPPLDLFD_00681
group_786,,hypothetical protein,3,3,1.0,10,29,,,,546,546,546.0,CHONFCMC_01624,KGGMHOKE_01098,JPPLDLFD_01087
alaS,alaS,Alanine--tRNA ligase,3,3,1.0,10,28,,,,2649,2649,2649.0,CHONFCMC_01602,KGGMHOKE_01120,JPPLDLFD_00690
group_784,,hypothetical protein,3,3,1.0,10,26,,,,432,432,432.0,CHONFCMC_01614,KGGMHOKE_01108,JPPLDLFD_00702
mutL,mutL,DNA mismatch repair protein MutL,3,3,1.0,10,25,,,,1893,1893,1893.0,CHONFCMC_01594,KGGMHOKE_01128,JPPLDLFD_00682
group_783,,hypothetical protein,3,3,1.0,10,24,,,,258,258,258.0,CHONFCMC_01603,KGGMHOKE_01119,JPPLDLFD_00691
yrrK,yrrK,Putative pre-16S rRNA nuclease,3,3,1.0,10,23,,,,432,432,432.0,CHONFCMC_01604,KGGMHOKE_01118,JPPLDLFD_00692
yugI,yugI,General stress protein 13,3,3,1.0,10,22,,,,366,366,366.0,CHONFCMC_01629,KGGMHOKE_01093,JPPLDLFD_01082
yumC,yumC,Ferredoxin--NADP reductase 2,3,3,1.0,10,21,,,,957,957,957.0,CHONFCMC_01628,KGGMHOKE_01094,JPPLDLFD_01083
group_782,,hypothetical protein,3,3,1.0,10,20,,,,618,618,618.0,CHONFCMC_01626,KGGMHOKE_01096,JPPLDLFD_01085
trxA,trxA,Thioredoxin,3,3,1.0,10,19,,,,312,312,312.0,CHONFCMC_01608,KGGMHOKE_01114,JPPLDLFD_00696
mtgA_2,mtgA_2,Biosynthetic peptidoglycan transglycosylase,3,3,1.0,10,18,,,,2829,2829,2829.0,CHONFCMC_01619,KGGMHOKE_01103,JPPLDLFD_01092
ykuT,ykuT,putative MscS family protein YkuT,3,3,1.0,10,17,,,,897,897,897.0,CHONFCMC_01613,KGGMHOKE_01109,JPPLDLFD_00701
ackA_2,ackA_2,Acetate kinase,3,3,1.0,10,16,,,,1179,1179,1179.0,CHONFCMC_01612,KGGMHOKE_01110,JPPLDLFD_00700
cshB,cshB,DEAD-box ATP-dependent RNA helicase CshB,3,3,1.0,10,15,,,,1395,1395,1395.0,CHONFCMC_01601,KGGMHOKE_01121,JPPLDLFD_00689
group_781,,hypothetical protein,3,3,1.0,10,14,,,,315,315,315.0,CHONFCMC_01605,KGGMHOKE_01117,JPPLDLFD_00693
group_780,,hypothetical protein,3,3,1.0,10,13,,,,438,438,438.0,CHONFCMC_01597,KGGMHOKE_01125,JPPLDLFD_00685
pepV_2,pepV_2,Beta-Ala-Xaa dipeptidase,3,3,1.0,10,12,,,,1398,1398,1398.0,CHONFCMC_01620,KGGMHOKE_01102,JPPLDLFD_01091
ccpA_2~~~ccpA_1,ccpA_2;ccpA_1,Catabolite control protein A,3,3,1.0,10,11,,,,996,996,996.0,CHONFCMC_01617,KGGMHOKE_01105,JPPLDLFD_00705
rdgB,rdgB,dITP/XTP pyrophosphatase,3,3,1.0,10,10,,,,624,624,624.0,CHONFCMC_01611,KGGMHOKE_01111,JPPLDLFD_00699
nrnA,nrnA,putative bifunctional oligoribonuclease and PAP phosphatase NrnA,3,3,1.0,10,9,,,,966,966,966.0,CHONFCMC_01600,KGGMHOKE_01122,JPPLDLFD_00688
murI,murI,Glutamate racemase,3,3,1.0,10,8,,,,801,801,801.0,CHONFCMC_01610,KGGMHOKE_01112,JPPLDLFD_00698
uup_8~~~msbA_1,;uup_8;msbA_1,hypothetical protein;ATP-binding protein Uup;ATP-dependent lipid A-core flippase,3,4,1.3333333333333333,10,7,,,,780,1764,1302.75,CHONFCMC_01592,KGGMHOKE_01130,JPPLDLFD_00679;JPPLDLFD_00680
group_779,,hypothetical protein,3,3,1.0,10,6,,,,327,327,327.0,CHONFCMC_01622,KGGMHOKE_01100,JPPLDLFD_01089
zwf,zwf,Glucose-6-phosphate 1-dehydrogenase,3,3,1.0,10,4,,,,1449,1449,1449.0,CHONFCMC_01598,KGGMHOKE_01124,JPPLDLFD_00686
group_777,,hypothetical protein,3,3,1.0,10,3,,,,1305,1383,1357.0,CHONFCMC_01621,KGGMHOKE_01101,JPPLDLFD_01090
yslB,yslB,putative protein YslB,3,3,1.0,10,2,,,,396,396,396.0,CHONFCMC_01609,KGGMHOKE_01113,JPPLDLFD_00697
pepQ,pepQ,Xaa-Pro dipeptidase,3,3,1.0,10,1,,,,1107,1107,1107.0,CHONFCMC_01616,KGGMHOKE_01106,JPPLDLFD_00704
tadA_2,tadA_2,tRNA-specific adenosine deaminase,3,3,1.0,9,63,,,,453,453,453.0,CHONFCMC_01553,KGGMHOKE_01171,JPPLDLFD_00815
rex,rex,Redox-sensing transcriptional repressor Rex,3,3,1.0,9,62,,,,645,645,645.0,CHONFCMC_01584,KGGMHOKE_01139,JPPLDLFD_00874
tcyL,tcyL,L-cystine transport system permease protein TcyL,3,3,1.0,9,61,,,,645,645,645.0,CHONFCMC_01544,KGGMHOKE_01181,JPPLDLFD_00806
groES,groES,Co-chaperonin GroES,3,3,1.0,9,60,,,,285,285,285.0,CHONFCMC_01588,KGGMHOKE_01134,JPPLDLFD_00878
group_776,,hypothetical protein,3,3,1.0,9,59,,,,108,1371,536.0,CHONFCMC_01590,KGGMHOKE_01132,JPPLDLFD_00880
ettA,;ettA,hypothetical protein;Energy-dependent translational throttle protein EttA,3,4,1.3333333333333333,9,57,,,,138,1932,1423.5,CHONFCMC_01583,KGGMHOKE_01140,JPPLDLFD_00872;JPPLDLFD_00873
group_773,,putative HTH-type transcriptional regulator,3,3,1.0,9,55,,,,459,459,459.0,CHONFCMC_01586,KGGMHOKE_01137,JPPLDLFD_00876
guaC_2~~~guaC_1~~~guaC,guaC_2;guaC_1;guaC,GMP reductase,3,4,1.3333333333333333,9,54,,,,393,993,742.5,CHONFCMC_01572,KGGMHOKE_01151;KGGMHOKE_01152,JPPLDLFD_01284
group_772,,hypothetical protein,3,3,1.0,9,53,,,,288,288,288.0,CHONFCMC_01570,KGGMHOKE_01154,JPPLDLFD_00832
dxs,dxs,1-deoxy-D-xylulose-5-phosphate synthase,3,3,1.0,9,52,,,,1761,1761,1761.0,CHONFCMC_01534,KGGMHOKE_01189,JPPLDLFD_00798
group_771,,hypothetical protein,3,3,1.0,9,51,,,,237,237,237.0,CHONFCMC_01557,KGGMHOKE_01167,JPPLDLFD_00819
group_770,,hypothetical protein,3,3,1.0,9,50,,,,1248,1257,1251.0,CHONFCMC_01535,KGGMHOKE_01188,JPPLDLFD_00799
garK~~~glxK,garK;glxK,Glycerate 2-kinase;Glycerate 3-kinase,3,3,1.0,9,49,,,,1137,1158,1145.0,CHONFCMC_01533,KGGMHOKE_01190,JPPLDLFD_00797
secE,secE,Protein translocase subunit SecE,3,3,1.0,9,48,,,,171,171,171.0,CHONFCMC_01540,KGGMHOKE_01185,JPPLDLFD_00802
yabA,yabA,Replication initiation control protein YabA,3,3,1.0,9,46,,,,345,345,345.0,CHONFCMC_01561,KGGMHOKE_01163,JPPLDLFD_00823
group_766,,hypothetical protein,3,3,1.0,9,42,,,,183,183,183.0,CHONFCMC_01552,KGGMHOKE_01172,JPPLDLFD_00814
dnaX,dnaX,DNA polymerase III subunit tau,3,3,1.0,9,41,,,,1809,1809,1809.0,CHONFCMC_01554,KGGMHOKE_01170,JPPLDLFD_00816
hepT,hepT,Heptaprenyl diphosphate synthase component 2,3,3,1.0,9,40,,,,1017,1017,1017.0,CHONFCMC_01536,KGGMHOKE_01187,JPPLDLFD_00800
artM_2~~~potA_2,artM_2;potA_2,Arginine transport ATP-binding protein ArtM;Spermidine/putrescine import ATP-binding protein PotA,3,4,1.3333333333333333,9,39,,,,255,648,478.5,CHONFCMC_01545,KGGMHOKE_01180;KGGMHOKE_01179,JPPLDLFD_00807
rplJ,rplJ,Large ribosomal subunit protein uL10,3,3,1.0,9,37,,,,501,573,549.0,CHONFCMC_01547,KGGMHOKE_01177,JPPLDLFD_00809
group_765,,hypothetical protein,3,3,1.0,9,36,,,,300,300,300.0,CHONFCMC_01576,KGGMHOKE_01145,JPPLDLFD_00867
group_764,,hypothetical protein,3,3,1.0,9,35,,,,885,885,885.0,CHONFCMC_01549,KGGMHOKE_01175,JPPLDLFD_00811
recR,recR,Recombination protein RecR,3,3,1.0,9,34,,,,600,600,600.0,CHONFCMC_01556,KGGMHOKE_01168,JPPLDLFD_00818
clcA_2,clcA_2,H(+)/Cl(-) exchange transporter ClcA,3,3,1.0,9,33,,,,1374,1374,1374.0,CHONFCMC_01569,KGGMHOKE_01155,JPPLDLFD_00831
rplK,rplK,Large ribosomal subunit protein uL11,3,3,1.0,9,32,,,,426,426,426.0,CHONFCMC_01542,KGGMHOKE_01183,JPPLDLFD_00804
tsaB,tsaB,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,3,3,1.0,9,31,,,,726,726,726.0,CHONFCMC_01565,KGGMHOKE_01159,JPPLDLFD_00827
group_763,,hypothetical protein,3,3,1.0,9,30,,,,309,309,309.0,CHONFCMC_01577,KGGMHOKE_01144,JPPLDLFD_00868
rplL,rplL,Large ribosomal subunit protein bL12,3,3,1.0,9,29,,,,363,363,363.0,CHONFCMC_01548,KGGMHOKE_01176,JPPLDLFD_00810
rsmC,rsmC,Ribosomal RNA small subunit methyltransferase C,3,3,1.0,9,28,,,,612,612,612.0,CHONFCMC_01551,KGGMHOKE_01173,JPPLDLFD_00813
tsaD,tsaD,tRNA N6-adenosine threonylcarbamoyltransferase,3,3,1.0,9,27,,,,1047,1047,1047.0,CHONFCMC_01567,KGGMHOKE_01157,JPPLDLFD_00829
purA,purA,Adenylosuccinate synthetase,3,3,1.0,9,26,,,,1290,1290,1290.0,CHONFCMC_01573,KGGMHOKE_01150,JPPLDLFD_01285
nusG,nusG,Transcription termination/antitermination protein NusG,3,3,1.0,9,25,,,,552,552,552.0,CHONFCMC_01541,KGGMHOKE_01184,JPPLDLFD_00803
purB,purB,Adenylosuccinate lyase,3,3,1.0,9,23,,,,1296,1296,1296.0,CHONFCMC_01574,KGGMHOKE_01149,JPPLDLFD_01286
rpmG3,rpmG3,Large ribosomal subunit protein bL33C,3,3,1.0,9,22,,,,150,150,150.0,CHONFCMC_01539,KGGMHOKE_01186,JPPLDLFD_00801
group_761,,hypothetical protein,3,3,1.0,9,21,,,,735,735,735.0,CHONFCMC_01563,KGGMHOKE_01161,JPPLDLFD_00825
rimI_2,rimI_2,[Ribosomal protein bS18]-alanine N-acetyltransferase,3,3,1.0,9,19,,,,558,558,558.0,CHONFCMC_01566,KGGMHOKE_01158,JPPLDLFD_00828
groEL,groEL,Chaperonin GroEL,3,3,1.0,9,18,,,,1632,1632,1632.0,CHONFCMC_01589,KGGMHOKE_01133,JPPLDLFD_00879
darA,darA,Cyclic di-AMP receptor A,3,3,1.0,9,15,,,,327,327,327.0,CHONFCMC_01559,KGGMHOKE_01165,JPPLDLFD_00821
yvdD,yvdD,LOG family protein YvdD,3,3,1.0,9,14,,,,567,567,567.0,CHONFCMC_01585,KGGMHOKE_01138,JPPLDLFD_00875
nudC,nudC,NAD-capped RNA hydrolase NudC,3,3,1.0,9,13,,,,450,450,450.0,CHONFCMC_01575,KGGMHOKE_01146,JPPLDLFD_00866
group_758,,hypothetical protein,3,3,1.0,9,12,,,,624,624,624.0,CHONFCMC_01568,KGGMHOKE_01156,JPPLDLFD_00830
rsmI,rsmI,Ribosomal RNA small subunit methyltransferase I,3,3,1.0,9,11,,,,858,858,858.0,CHONFCMC_01562,KGGMHOKE_01162,JPPLDLFD_00824
group_757,,hypothetical protein,3,3,1.0,9,10,,,,858,858,858.0,CHONFCMC_01560,KGGMHOKE_01164,JPPLDLFD_00822
group_756,,Nucleoid-associated protein,3,3,1.0,9,9,,,,330,330,330.0,CHONFCMC_01555,KGGMHOKE_01169,JPPLDLFD_00817
artJ,artJ,ABC transporter arginine-binding protein 1,3,3,1.0,9,8,,,,756,756,756.0,CHONFCMC_01546,KGGMHOKE_01178,JPPLDLFD_00808
tmk,tmk,Thymidylate kinase,3,3,1.0,9,7,,,,642,642,642.0,CHONFCMC_01558,KGGMHOKE_01166,JPPLDLFD_00820
rplA,rplA,Large ribosomal subunit protein uL1,3,3,1.0,9,6,,,,693,693,693.0,CHONFCMC_01543,KGGMHOKE_01182,JPPLDLFD_00805
folT,folT,Folate transporter FolT,3,3,1.0,9,5,,,,516,516,516.0,CHONFCMC_01564,KGGMHOKE_01160,JPPLDLFD_00826
group_755,,hypothetical protein,3,3,1.0,9,4,,,,225,225,225.0,CHONFCMC_01550,KGGMHOKE_01174,JPPLDLFD_00812
uctC,uctC,Acetyl-CoA:oxalate CoA-transferase,3,3,1.0,9,3,,,,1188,1188,1188.0,CHONFCMC_01578,KGGMHOKE_01143,JPPLDLFD_00869
group_754,,hypothetical protein,3,3,1.0,9,2,,,,759,759,759.0,CHONFCMC_01587,KGGMHOKE_01136,JPPLDLFD_00877
group_752,,hypothetical protein,3,3,1.0,8,295,,,,777,777,777.0,CHONFCMC_01417,KGGMHOKE_01310,JPPLDLFD_01720
tagK_1,tagK_1,D-tagatose-1-phosphate kinase,3,3,1.0,8,293,,,,927,927,927.0,CHONFCMC_01329,KGGMHOKE_01692,JPPLDLFD_01847
group_751,,hypothetical protein,3,3,1.0,8,292,,,,927,927,927.0,CHONFCMC_01274,KGGMHOKE_01911,JPPLDLFD_00586
pepC,pepC,Aminopeptidase C,3,3,1.0,8,291,,,,1350,1350,1350.0,CHONFCMC_01519,KGGMHOKE_01207,JPPLDLFD_01819
cycA_2,cycA_2,D-serine/D-alanine/glycine transporter,3,3,1.0,8,290,,,,1350,1350,1350.0,CHONFCMC_01283,KGGMHOKE_01903,JPPLDLFD_01892
walR,walR,Transcriptional regulatory protein WalR,3,3,1.0,8,289,,,,708,708,708.0,CHONFCMC_01240,KGGMHOKE_01943,JPPLDLFD_00618
group_750,gmuC_1,PTS system oligo-beta-mannoside-specific EIIC component,3,3,1.0,8,288,,,,1353,1353,1353.0,CHONFCMC_01372,KGGMHOKE_01647,JPPLDLFD_01677
ykoD_2,ykoD_2,Putative HMP/thiamine import ATP-binding protein YkoD,3,3,1.0,8,287,,,,1353,1353,1353.0,CHONFCMC_01248,KGGMHOKE_01935,JPPLDLFD_00610
rplX,rplX,Large ribosomal subunit protein uL24,3,3,1.0,8,286,,,,240,240,240.0,CHONFCMC_01484,KGGMHOKE_01243,JPPLDLFD_01786
greA_2,greA_2,Transcription elongation factor GreA,3,3,1.0,8,285,,,,462,462,462.0,CHONFCMC_01368,KGGMHOKE_01651,JPPLDLFD_01673
frc,frc,Formyl-CoA:oxalate CoA-transferase,3,3,1.0,8,284,,,,1359,1359,1359.0,CHONFCMC_01431,KGGMHOKE_01298,JPPLDLFD_01732
ganP,ganP,Galactooligosaccharides transport system permease protein GanP,3,3,1.0,8,282,,,,1356,1356,1356.0,CHONFCMC_01406,KGGMHOKE_01320,JPPLDLFD_01710
phnD2_2,phnD2_2,putative ABC transporter phosphonate/phosphite binding protein PhnD2,3,3,1.0,8,281,,,,930,930,930.0,CHONFCMC_01310,KGGMHOKE_01876,JPPLDLFD_01865
veg,veg,Protein Veg,3,3,1.0,8,280,,,,240,240,240.0,CHONFCMC_01395,KGGMHOKE_01624,JPPLDLFD_01699
group_748,,hypothetical protein,3,3,1.0,8,279,,,,240,240,240.0,CHONFCMC_01341,KGGMHOKE_01679,JPPLDLFD_01836
group_747,,hypothetical protein,3,3,1.0,8,278,,,,1365,1365,1365.0,CHONFCMC_01409,KGGMHOKE_01317,JPPLDLFD_01713
yfdH,yfdH,Prophage bactoprenol glucosyl transferase,3,3,1.0,8,277,,,,933,933,933.0,CHONFCMC_01354,KGGMHOKE_01665,JPPLDLFD_01658
group_746,,hypothetical protein,3,3,1.0,8,276,,,,714,714,714.0,CHONFCMC_01355,KGGMHOKE_01664,JPPLDLFD_01659
group_745,,hypothetical protein,3,3,1.0,8,275,,,,714,714,714.0,CHONFCMC_01320,KGGMHOKE_01702,JPPLDLFD_01855
cobB,cobB,NAD-dependent protein deacetylase,3,3,1.0,8,274,,,,714,714,714.0,CHONFCMC_01269,KGGMHOKE_01915,JPPLDLFD_00590
group_744,,hypothetical protein,3,3,1.0,8,273,,,,936,936,936.0,CHONFCMC_01518,KGGMHOKE_01208,JPPLDLFD_01818
rqcP,rqcP,RQC P-site tRNA stabilizing factor,3,3,1.0,8,272,,,,243,243,243.0,CHONFCMC_01454,KGGMHOKE_01273,JPPLDLFD_01756
murF,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,3,3,1.0,8,271,,,,1368,1368,1368.0,CHONFCMC_01446,KGGMHOKE_01281,JPPLDLFD_01748
rpoA,rpoA,DNA-directed RNA polymerase subunit alpha,3,3,1.0,8,270,,,,939,939,939.0,CHONFCMC_01499,KGGMHOKE_01228,JPPLDLFD_01801
rpsG,rpsG,Small ribosomal subunit protein uS7,3,3,1.0,8,269,,,,471,471,471.0,CHONFCMC_01470,KGGMHOKE_01257,JPPLDLFD_01772
group_743,,hypothetical protein,3,3,1.0,8,268,,,,108,108,108.0,CHONFCMC_01422,KGGMHOKE_01306,JPPLDLFD_01725
cytR_2,cytR_2,HTH-type transcriptional repressor CytR,3,3,1.0,8,267,,,,945,945,945.0,CHONFCMC_01399,KGGMHOKE_01327,JPPLDLFD_01703
ntd,ntd,Nucleoside deoxyribosyltransferase,3,3,1.0,8,266,,,,477,477,477.0,CHONFCMC_01304,KGGMHOKE_01882,JPPLDLFD_01871
nagR_3,nagR_3,HTH-type transcriptional repressor NagR,3,3,1.0,8,265,,,,720,720,720.0,CHONFCMC_01294,KGGMHOKE_01892,JPPLDLFD_01881
group_742,,hypothetical protein,3,3,1.0,8,264,,,,720,720,720.0,CHONFCMC_01288,KGGMHOKE_01898,JPPLDLFD_01887
group_741,,hypothetical protein,3,3,1.0,8,263,,,,477,477,477.0,CHONFCMC_01270,KGGMHOKE_01914,JPPLDLFD_00589
rpmE2,rpmE2,Large ribosomal subunit protein bL31B,3,3,1.0,8,262,,,,252,252,252.0,CHONFCMC_01445,KGGMHOKE_01282,JPPLDLFD_01747
rlmH,rlmH,Ribosomal RNA large subunit methyltransferase H,3,3,1.0,8,261,,,,480,480,480.0,CHONFCMC_01246,KGGMHOKE_01937,JPPLDLFD_00612
radA,radA,DNA repair protein RadA,3,3,1.0,8,260,,,,1380,1380,1380.0,CHONFCMC_01521,KGGMHOKE_01205,JPPLDLFD_01821
gmuR_3,gmuR_3,HTH-type transcriptional regulator GmuR,3,3,1.0,8,259,,,,726,726,726.0,CHONFCMC_01375,KGGMHOKE_01643,JPPLDLFD_01681
group_740,,hypothetical protein,3,3,1.0,8,258,,,,726,726,726.0,CHONFCMC_01306,KGGMHOKE_01880,JPPLDLFD_01869
group_739,,hypothetical protein,3,3,1.0,8,257,,,,483,483,483.0,CHONFCMC_01314,KGGMHOKE_01872,JPPLDLFD_01861
group_738,,hypothetical protein,3,3,1.0,8,256,,,,258,258,258.0,CHONFCMC_01515,KGGMHOKE_01211,JPPLDLFD_01815
rpsN2,rpsN2,Small ribosomal subunit protein uS14A,3,3,1.0,8,254,,,,258,258,258.0,CHONFCMC_01352,KGGMHOKE_01667,JPPLDLFD_01656
glmU,glmU,Bifunctional protein GlmU,3,3,1.0,8,253,,,,1386,1386,1386.0,CHONFCMC_01397,KGGMHOKE_01622,JPPLDLFD_01701
group_736,,hypothetical protein,3,4,1.3333333333333333,8,252,,,,204,462,346.5,CHONFCMC_01426;CHONFCMC_01425,KGGMHOKE_01303,JPPLDLFD_01726
tadA_1,tadA_1,tRNA-specific adenosine deaminase,3,3,1.0,8,251,,,,489,489,489.0,CHONFCMC_01387,KGGMHOKE_01631,JPPLDLFD_01692
levE,levE,PTS system fructose-specific EIIB component,3,3,1.0,8,250,,,,489,489,489.0,CHONFCMC_01297,KGGMHOKE_01889,JPPLDLFD_01878
cls_2,cls_2,Cardiolipin synthase,3,3,1.0,8,249,,,,1392,1392,1392.0,CHONFCMC_01271,KGGMHOKE_01913,JPPLDLFD_00588
gmuC_2~~~licC_3~~~gmuC_3~~~licC_4,gmuC_2;;licC_3;gmuC_3;licC_4,PTS system oligo-beta-mannoside-specific EIIC component;hypothetical protein;Lichenan permease IIC component,3,5,1.6666666666666667,8,248,,,,339,1431,860.4,CHONFCMC_01379;CHONFCMC_01380,KGGMHOKE_01638;KGGMHOKE_01639,JPPLDLFD_01685
group_735,,hypothetical protein,3,3,1.0,8,247,,,,1395,1395,1395.0,CHONFCMC_01315,KGGMHOKE_01871,JPPLDLFD_01860
rpsQ,rpsQ,Small ribosomal subunit protein uS17,3,3,1.0,8,246,,,,267,267,267.0,CHONFCMC_01482,KGGMHOKE_01245,JPPLDLFD_01784
cysS,cysS,Cysteine--tRNA ligase,3,3,1.0,8,245,,,,1413,1413,1413.0,CHONFCMC_01523,KGGMHOKE_01203,JPPLDLFD_01823
group_734,,Putative universal stress protein,3,3,1.0,8,244,,,,495,495,495.0,CHONFCMC_01308,KGGMHOKE_01878,JPPLDLFD_01867
pepDA_2,pepDA_2,Dipeptidase A,3,3,1.0,8,243,,,,1416,1416,1416.0,CHONFCMC_01438,KGGMHOKE_01289,JPPLDLFD_01740
group_733,,hypothetical protein,3,3,1.0,8,242,,,,273,453,393.0,CHONFCMC_01436,KGGMHOKE_01291,JPPLDLFD_01738
ypuA,ypuA,putative protein YpuA,3,3,1.0,8,241,,,,969,969,969.0,CHONFCMC_01276,KGGMHOKE_01909,JPPLDLFD_00584
ldh_2,ldh_2,L-lactate dehydrogenase,3,3,1.0,8,240,,,,972,972,972.0,CHONFCMC_01451,KGGMHOKE_01276,JPPLDLFD_01753
prs_2,prs_2,Ribose-phosphate pyrophosphokinase,3,3,1.0,8,239,,,,972,972,972.0,CHONFCMC_01398,KGGMHOKE_01621,JPPLDLFD_01702
lacG_2,lacG_2,6-phospho-beta-galactosidase,3,3,1.0,8,238,,,,1428,1428,1428.0,CHONFCMC_01529,KGGMHOKE_01197,JPPLDLFD_01829
group_732,,hypothetical protein,3,4,1.3333333333333333,8,237,,,,183,1038,763.5,CHONFCMC_01339,KGGMHOKE_01681;KGGMHOKE_01682,JPPLDLFD_01838
group_731,,Putative TrmH family tRNA/rRNA methyltransferase,3,3,1.0,8,236,,,,756,756,756.0,CHONFCMC_01525,KGGMHOKE_01201,JPPLDLFD_01825
group_730,bglA_2,Aryl-phospho-beta-D-glucosidase BglA,3,3,1.0,8,235,,,,1449,1449,1449.0,CHONFCMC_01370,KGGMHOKE_01649,JPPLDLFD_01675
group_729,,hypothetical protein,3,3,1.0,8,234,,,,513,513,513.0,CHONFCMC_01430,KGGMHOKE_01299,JPPLDLFD_01731
ybiR,;ybiR,hypothetical protein;Inner membrane protein YbiR,3,4,1.3333333333333333,8,233,,,,417,1107,844.5,CHONFCMC_01253;CHONFCMC_01254,KGGMHOKE_01930,JPPLDLFD_00605
prs_1,prs_1,Ribose-phosphate pyrophosphokinase,3,3,1.0,8,232,,,,990,990,990.0,CHONFCMC_01280,KGGMHOKE_01905,JPPLDLFD_00580
rnhA,rnhA,Ribonuclease H,3,3,1.0,8,231,,,,756,756,756.0,CHONFCMC_01275,KGGMHOKE_01910,JPPLDLFD_00585
group_728,,hypothetical protein,3,3,1.0,8,230,,,,993,993,993.0,CHONFCMC_01441,KGGMHOKE_01286,JPPLDLFD_01743
cshA,cshA,ATP-dependent RNA helicase CshA,3,3,1.0,8,229,,,,1458,1458,1458.0,CHONFCMC_01447,KGGMHOKE_01280,JPPLDLFD_01749
glvR,glvR,HTH-type transcriptional regulator GlvR,3,3,1.0,8,228,,,,759,759,759.0,CHONFCMC_01328,KGGMHOKE_01693,JPPLDLFD_01848
glnQ_2,glnQ_2,Glutamine transport ATP-binding protein GlnQ,3,3,1.0,8,227,,,,759,759,759.0,CHONFCMC_01263,KGGMHOKE_01921,JPPLDLFD_00596
lacD,lacD,Tagatose 16-diphosphate aldolase,3,3,1.0,8,226,,,,996,996,996.0,CHONFCMC_01326,KGGMHOKE_01695,JPPLDLFD_01850
group_727,,hypothetical protein,3,3,1.0,8,225,,,,762,762,762.0,CHONFCMC_01291,KGGMHOKE_01895,JPPLDLFD_01884
