Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_crispatus__UMB0803__GCA_002861765.1,Lactobacillus_crispatus__UMB6887__GCA_030216545.1,Lactobacillus_crispatus__UMB7805__GCA_030226265.1,Lactobacillus_crispatus__UMB8929B__GCA_030230695.1
cpoA,cpoA,Alpha-galactosylglucosyldiacylglycerol synthase,4,4,1.0,91,6,,,,1044,1044,1044.0,HJHFJAOG_01641,MLMIAKCI_01874,AOHABJFI_01778,LCPJMJGF_01708
ltaS1_2,ltaS1_2,Lipoteichoic acid synthase 1,4,4,1.0,91,5,,,,2061,2061,2061.0,HJHFJAOG_01639,MLMIAKCI_01876,AOHABJFI_01780,LCPJMJGF_01706
secG,secG,putative protein-export membrane protein SecG,4,4,1.0,91,4,,,,234,234,234.0,HJHFJAOG_01638,MLMIAKCI_01877,AOHABJFI_01781,LCPJMJGF_01705
group_998,,hypothetical protein,4,4,1.0,91,3,,,,1035,1035,1035.0,HJHFJAOG_01640,MLMIAKCI_01875,AOHABJFI_01779,LCPJMJGF_01707
smpB,smpB,SsrA-binding protein,4,4,1.0,91,2,,,,459,459,459.0,HJHFJAOG_01636,MLMIAKCI_01879,AOHABJFI_01783,LCPJMJGF_01703
group_997,,Alpha-monoglucosyldiacylglycerol synthase,4,4,1.0,91,1,,,,1179,1179,1179.0,HJHFJAOG_01642,MLMIAKCI_01873,AOHABJFI_01777,LCPJMJGF_01709
group_996,,hypothetical protein,4,5,1.25,90,12,,,,162,645,505.8,HJHFJAOG_01623,MLMIAKCI_01832,AOHABJFI_01749;AOHABJFI_01748,LCPJMJGF_02159
group_995,,hypothetical protein,4,4,1.0,90,11,,,,192,192,192.0,HJHFJAOG_01626,MLMIAKCI_01835,AOHABJFI_01745,LCPJMJGF_02162
mdtG_2~~~sbnD_2~~~mdtG_1,mdtG_2;sbnD_2;mdtG_1,Multidrug resistance protein MdtG;Staphyloferrin B transporter,4,7,1.75,90,10,,,,303,1248,714.4285714285714,HJHFJAOG_01635;HJHFJAOG_01634,MLMIAKCI_01844;MLMIAKCI_01843,AOHABJFI_01736;AOHABJFI_01737,LCPJMJGF_01448
pepN,pepN,Aminopeptidase N,4,4,1.0,90,9,,,,2538,2538,2538.0,HJHFJAOG_01631,MLMIAKCI_01840,AOHABJFI_01740,LCPJMJGF_01451
dtpT,dtpT,Di-/tripeptide transporter,4,4,1.0,90,8,,,,1494,1494,1494.0,HJHFJAOG_01630,MLMIAKCI_01839,AOHABJFI_01741,LCPJMJGF_02166
group_994,,hypothetical protein,4,4,1.0,90,7,,,,798,798,798.0,HJHFJAOG_01624,MLMIAKCI_01833,AOHABJFI_01747,LCPJMJGF_02160
group_993,,hypothetical protein,4,4,1.0,90,6,,,,1203,1203,1203.0,HJHFJAOG_01625,MLMIAKCI_01834,AOHABJFI_01746,LCPJMJGF_02161
group_992,,hypothetical protein,4,4,1.0,90,5,,,,363,363,363.0,HJHFJAOG_01632,MLMIAKCI_01841,AOHABJFI_01739,LCPJMJGF_01450
group_991,,hypothetical protein,4,4,1.0,90,4,,,,336,336,336.0,HJHFJAOG_01629,MLMIAKCI_01838,AOHABJFI_01742,LCPJMJGF_02165
group_990,,hypothetical protein,4,4,1.0,90,3,,,,756,756,756.0,HJHFJAOG_01627,MLMIAKCI_01836,AOHABJFI_01744,LCPJMJGF_02163
group_989,,hypothetical protein,4,4,1.0,90,2,,,,453,453,453.0,HJHFJAOG_01628,MLMIAKCI_01837,AOHABJFI_01743,LCPJMJGF_02164
group_988,,hypothetical protein,4,4,1.0,90,1,,,,984,984,984.0,HJHFJAOG_01633,MLMIAKCI_01842,AOHABJFI_01738,LCPJMJGF_01449
group_985,,hypothetical protein,4,4,1.0,87,45,,,,360,360,360.0,HJHFJAOG_01798,MLMIAKCI_00858,AOHABJFI_02350,LCPJMJGF_00377
urdA_1,urdA_1,Urocanate reductase,4,4,1.0,87,44,,,,1770,1770,1770.0,HJHFJAOG_01618,MLMIAKCI_00845,AOHABJFI_02363,LCPJMJGF_00390
glnP_2,glnP_2,putative glutamine ABC transporter permease protein GlnP,4,4,1.0,87,43,,,,654,654,654.0,HJHFJAOG_01786,MLMIAKCI_01462,AOHABJFI_02338,LCPJMJGF_00098
pnbA,pnbA,4-nitrobenzoate reductase,4,4,1.0,87,42,,,,657,657,657.0,HJHFJAOG_01615,MLMIAKCI_00848,AOHABJFI_02360,LCPJMJGF_00387
group_984,,hypothetical protein,4,4,1.0,87,41,,,,804,804,804.0,HJHFJAOG_01791,MLMIAKCI_00865,AOHABJFI_02343,LCPJMJGF_00370
yidA_4,yidA_4,Sugar phosphatase YidA,4,4,1.0,87,40,,,,807,807,807.0,HJHFJAOG_01802,MLMIAKCI_00854,AOHABJFI_02354,LCPJMJGF_00381
glvR_1,glvR_1,HTH-type transcriptional regulator GlvR,4,4,1.0,87,38,,,,810,810,810.0,HJHFJAOG_01611,MLMIAKCI_00852,AOHABJFI_02356,LCPJMJGF_00383
guaA_2,guaA_2,GMP synthase [glutamine-hydrolyzing],4,4,1.0,87,37,,,,669,669,669.0,HJHFJAOG_01774,MLMIAKCI_01450,AOHABJFI_02326,LCPJMJGF_02133
hpt_2,hpt_2,Hypoxanthine-guanine phosphoribosyltransferase,4,4,1.0,87,36,,,,570,570,570.0,HJHFJAOG_01617,MLMIAKCI_00846,AOHABJFI_02362,LCPJMJGF_00389
xpkA_2,xpkA_2,Xylulose-5-phosphate phosphoketolase,4,4,1.0,87,35,,,,2400,2400,2400.0,HJHFJAOG_01800,MLMIAKCI_00856,AOHABJFI_02352,LCPJMJGF_00379
group_981,,hypothetical protein,4,4,1.0,87,33,,,,1305,1305,1305.0,HJHFJAOG_01790,MLMIAKCI_00866,AOHABJFI_02342,LCPJMJGF_00369
crr,crr,PTS system glucose-specific EIIA component,4,4,1.0,87,32,,,,486,486,486.0,HJHFJAOG_01613,MLMIAKCI_00850,AOHABJFI_02358,LCPJMJGF_00385
group_980,,hypothetical protein,4,4,1.0,87,31,,,,1401,1401,1401.0,HJHFJAOG_01789,MLMIAKCI_00867,AOHABJFI_02341,LCPJMJGF_00368
group_979,,hypothetical protein,4,4,1.0,87,30,,,,267,267,267.0,HJHFJAOG_01614,MLMIAKCI_00849,AOHABJFI_02359,LCPJMJGF_00386
malP_2,malP_2,PTS system maltose-specific EIICB component,4,4,1.0,87,29,,,,1881,1881,1881.0,HJHFJAOG_01610,MLMIAKCI_00853,AOHABJFI_02355,LCPJMJGF_00382
glcR_2,glcR_2,HTH-type transcriptional repressor GlcR,4,4,1.0,87,28,,,,765,765,765.0,HJHFJAOG_01799,MLMIAKCI_00857,AOHABJFI_02351,LCPJMJGF_00378
glnH_3,glnH_3,ABC transporter glutamine-binding protein GlnH,4,4,1.0,87,24,,,,819,819,819.0,HJHFJAOG_01784,MLMIAKCI_01460,AOHABJFI_02336,LCPJMJGF_00096
gmuR,gmuR,HTH-type transcriptional regulator GmuR,4,4,1.0,87,21,,,,726,726,726.0,HJHFJAOG_01796,MLMIAKCI_00860,AOHABJFI_02348,LCPJMJGF_00375
group_977,,hypothetical protein,4,4,1.0,87,20,,,,849,849,849.0,HJHFJAOG_01801,MLMIAKCI_00855,AOHABJFI_02353,LCPJMJGF_00380
group_976,,hypothetical protein,4,4,1.0,87,18,,,,921,921,921.0,HJHFJAOG_01787,MLMIAKCI_01463,AOHABJFI_02339,LCPJMJGF_00099
group_975,,hypothetical protein,4,4,1.0,87,17,,,,498,498,498.0,HJHFJAOG_01612,MLMIAKCI_00851,AOHABJFI_02357,LCPJMJGF_00384
ybjI_4,ybjI_4,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI,4,4,1.0,87,15,,,,828,828,828.0,HJHFJAOG_01797,MLMIAKCI_00859,AOHABJFI_02349,LCPJMJGF_00376
glnM,glnM,putative glutamine ABC transporter permease protein GlnM,4,4,1.0,87,13,,,,642,642,642.0,HJHFJAOG_01785,MLMIAKCI_01461,AOHABJFI_02337,LCPJMJGF_00097
group_974,kup_2,Low affinity potassium transport system protein Kup,4,4,1.0,87,12,,,,2010,2010,2010.0,HJHFJAOG_01794,MLMIAKCI_00862,AOHABJFI_02346,LCPJMJGF_00373
udk_1~~~udk_2,udk_1;udk_2,Uridine kinase,4,4,1.0,87,10,,,,222,339,309.75,HJHFJAOG_01782,MLMIAKCI_01458,AOHABJFI_02334,LCPJMJGF_00094
steT_2~~~steT_3,steT_2;steT_3,Serine/threonine exchanger SteT,4,4,1.0,87,9,,,,240,1320,510.0,HJHFJAOG_01772,MLMIAKCI_01448,AOHABJFI_02324,LCPJMJGF_02131
steT_3~~~steT_2,steT_3;steT_2,Serine/threonine exchanger SteT,4,4,1.0,87,8,,,,1116,1332,1170.0,HJHFJAOG_01771,MLMIAKCI_01447,AOHABJFI_02323,LCPJMJGF_02132
rihC,rihC,Non-specific ribonucleoside hydrolase RihC,4,4,1.0,87,7,,,,927,927,927.0,HJHFJAOG_01795,MLMIAKCI_00861,AOHABJFI_02347,LCPJMJGF_00374
rbsKrbiA_2,rbsK/rbiA_2,Bifunctional ribokinase/ribose-5-phosphate isomerase A,4,4,1.0,87,6,,,,927,927,927.0,HJHFJAOG_01792,MLMIAKCI_00864,AOHABJFI_02344,LCPJMJGF_00371
glnQ_1,glnQ_1,Glutamine transport ATP-binding protein GlnQ,4,4,1.0,87,5,,,,741,741,741.0,HJHFJAOG_01783,MLMIAKCI_01459,AOHABJFI_02335,LCPJMJGF_00095
rpiA,rpiA,Ribose-5-phosphate isomerase A,4,4,1.0,87,4,,,,693,693,693.0,HJHFJAOG_01793,MLMIAKCI_00863,AOHABJFI_02345,LCPJMJGF_00372
group_971,,hypothetical protein,4,4,1.0,87,2,,,,804,804,804.0,HJHFJAOG_01770,MLMIAKCI_01446,AOHABJFI_02322,LCPJMJGF_02130
group_970,,hypothetical protein,4,4,1.0,87,1,,,,1359,1359,1359.0,HJHFJAOG_01616,MLMIAKCI_00847,AOHABJFI_02361,LCPJMJGF_00388
lgt,lgt,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,4,4,1.0,85,49,,,,840,840,840.0,HJHFJAOG_01998,MLMIAKCI_01912,AOHABJFI_02262,LCPJMJGF_01120
whiA,whiA,putative cell division protein WhiA,4,4,1.0,85,48,,,,936,936,936.0,HJHFJAOG_01559,MLMIAKCI_01648,AOHABJFI_02271,LCPJMJGF_01129
recA,recA,Protein RecA,4,4,1.0,85,47,,,,1101,1101,1101.0,HJHFJAOG_02009,MLMIAKCI_01683,AOHABJFI_02251,LCPJMJGF_01109
group_968,,hypothetical protein,4,4,1.0,85,46,,,,396,396,396.0,HJHFJAOG_02016,MLMIAKCI_01690,AOHABJFI_02244,LCPJMJGF_01102
group_967,,hypothetical protein,4,4,1.0,85,45,,,,609,609,609.0,HJHFJAOG_02026,MLMIAKCI_01825,AOHABJFI_02234,LCPJMJGF_00435
trxB,trxB,Thioredoxin reductase,4,4,1.0,85,44,,,,939,939,939.0,HJHFJAOG_01996,MLMIAKCI_01914,AOHABJFI_02264,LCPJMJGF_01122
cspR,cspR,Putative tRNA (cytidine(34)-2'-O)-methyltransferase,4,4,1.0,85,43,,,,561,561,561.0,HJHFJAOG_02017,MLMIAKCI_01691,AOHABJFI_02243,LCPJMJGF_01101
pgsA,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,4,4,1.0,85,42,,,,561,561,561.0,HJHFJAOG_02010,MLMIAKCI_01684,AOHABJFI_02250,LCPJMJGF_01108
sph,sph,Oleate hydratase,4,4,1.0,85,41,,,,1776,1776,1776.0,HJHFJAOG_02022,MLMIAKCI_01829,AOHABJFI_02238,LCPJMJGF_00439
group_966,,Putative transport protein,4,4,1.0,85,40,,,,1188,1188,1188.0,HJHFJAOG_02018,MLMIAKCI_01692,AOHABJFI_02242,LCPJMJGF_01100
spx_2,spx_2,Global transcriptional regulator Spx,4,4,1.0,85,39,,,,399,399,399.0,HJHFJAOG_02031,MLMIAKCI_01821,AOHABJFI_02230,LCPJMJGF_00431
nadK,nadK,NAD kinase,4,4,1.0,85,38,,,,804,804,804.0,HJHFJAOG_02024,MLMIAKCI_01827,AOHABJFI_02236,LCPJMJGF_00437
comFA,comFA,Competence protein ComFA,4,4,1.0,85,37,,,,1281,1281,1281.0,HJHFJAOG_02005,MLMIAKCI_01905,AOHABJFI_02255,LCPJMJGF_01113
gpsA,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+],4,4,1.0,85,36,,,,1020,1020,1020.0,HJHFJAOG_01997,MLMIAKCI_01913,AOHABJFI_02263,LCPJMJGF_01121
spxH,spxH,ClpXP adapter protein SpxH,4,4,1.0,85,35,,,,618,618,618.0,HJHFJAOG_02027,MLMIAKCI_01824,AOHABJFI_02233,LCPJMJGF_00434
group_965,,hypothetical protein,4,4,1.0,85,34,,,,663,663,663.0,HJHFJAOG_02006,MLMIAKCI_01904,AOHABJFI_02254,LCPJMJGF_01112
pgl,pgl,6-phosphogluconolactonase,4,4,1.0,85,33,,,,1029,1029,1029.0,HJHFJAOG_02020,MLMIAKCI_01831,AOHABJFI_02240,LCPJMJGF_01098
fetB,fetB,putative iron export permease protein FetB,4,4,1.0,85,32,,,,759,759,759.0,HJHFJAOG_01563,MLMIAKCI_01644,AOHABJFI_00038,LCPJMJGF_01872
secA,secA,Protein translocase subunit SecA,4,4,1.0,85,31,,,,2400,2400,2400.0,HJHFJAOG_02002,MLMIAKCI_01908,AOHABJFI_02258,LCPJMJGF_01116
spoIIIE,spoIIIE,DNA translocase SpoIIIE,4,4,1.0,85,30,,,,2424,2424,2424.0,HJHFJAOG_02015,MLMIAKCI_01689,AOHABJFI_02245,LCPJMJGF_01103
group_964,,hypothetical protein,4,4,1.0,85,29,,,,906,906,906.0,HJHFJAOG_02023,MLMIAKCI_01828,AOHABJFI_02237,LCPJMJGF_00438
ptsH,ptsH,Phosphocarrier protein HPr,4,4,1.0,85,28,,,,267,267,267.0,HJHFJAOG_02033,MLMIAKCI_01819,AOHABJFI_02228,LCPJMJGF_00429
group_963,,hypothetical protein,4,4,1.0,85,27,,,,1215,1215,1215.0,HJHFJAOG_02014,MLMIAKCI_01688,AOHABJFI_02246,LCPJMJGF_01104
clpP,clpP,ATP-dependent Clp protease proteolytic subunit,4,4,1.0,85,26,,,,585,585,585.0,HJHFJAOG_01560,MLMIAKCI_01647,AOHABJFI_02272,LCPJMJGF_01130
yjbM,yjbM,GTP pyrophosphokinase YjbM,4,4,1.0,85,25,,,,633,633,633.0,HJHFJAOG_02025,MLMIAKCI_01826,AOHABJFI_02235,LCPJMJGF_00436
group_962,,Putative gluconeogenesis factor,4,4,1.0,85,24,,,,1044,1044,1044.0,HJHFJAOG_01558,MLMIAKCI_01649,AOHABJFI_02270,LCPJMJGF_01128
hprK,hprK,HPr kinase/phosphorylase,4,4,1.0,85,23,,,,969,969,969.0,HJHFJAOG_01999,MLMIAKCI_01911,AOHABJFI_02261,LCPJMJGF_01119
group_961,,hypothetical protein,4,4,1.0,85,22,,,,1629,1629,1629.0,HJHFJAOG_01561,MLMIAKCI_01646,AOHABJFI_00036,LCPJMJGF_01131
group_960,,hypothetical protein,4,4,1.0,85,21,,,,273,273,273.0,HJHFJAOG_02000,MLMIAKCI_01910,AOHABJFI_02260,LCPJMJGF_01118
group_959,,hypothetical protein,4,4,1.0,85,20,,,,543,543,543.0,HJHFJAOG_01556,MLMIAKCI_01651,AOHABJFI_02268,LCPJMJGF_01126
group_958,,hypothetical protein,4,5,1.25,85,19,,,,108,849,675.6,HJHFJAOG_02028;HJHFJAOG_02029,MLMIAKCI_01823,AOHABJFI_02232,LCPJMJGF_00433
fabG,fabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,4,4,1.0,85,18,,,,729,729,729.0,HJHFJAOG_02012,MLMIAKCI_01686,AOHABJFI_02248,LCPJMJGF_01106
rny,rny,Ribonuclease Y,4,4,1.0,85,17,,,,1638,1638,1638.0,HJHFJAOG_02008,MLMIAKCI_01682,AOHABJFI_02252,LCPJMJGF_01110
group_957,,hypothetical protein,4,4,1.0,85,16,,,,546,693,656.25,HJHFJAOG_02021,MLMIAKCI_01830,AOHABJFI_02239,LCPJMJGF_00440
group_956,,hypothetical protein,4,4,1.0,85,15,,,,381,381,381.0,HJHFJAOG_02019,MLMIAKCI_01693,AOHABJFI_02241,LCPJMJGF_01099
uvrA_1,uvrA_1,UvrABC system protein A,4,4,1.0,85,14,,,,2841,2841,2841.0,HJHFJAOG_01555,MLMIAKCI_01652,AOHABJFI_02267,LCPJMJGF_01125
group_955,,hypothetical protein,4,4,1.0,85,13,,,,183,183,183.0,HJHFJAOG_02034,MLMIAKCI_01818,AOHABJFI_02227,LCPJMJGF_00428
hpf,hpf,Ribosome hibernation promotion factor,4,4,1.0,85,12,,,,546,546,546.0,HJHFJAOG_02003,MLMIAKCI_01907,AOHABJFI_02257,LCPJMJGF_01115
tagO,tagO,putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase,4,4,1.0,85,11,,,,1158,1158,1158.0,HJHFJAOG_02007,MLMIAKCI_01681,AOHABJFI_02253,LCPJMJGF_01111
uvrB_1,uvrB_1,UvrABC system protein B,4,4,1.0,85,10,,,,2046,2046,2046.0,HJHFJAOG_01554,MLMIAKCI_01653,AOHABJFI_02266,LCPJMJGF_01124
group_954,,hypothetical protein,4,4,1.0,85,9,,,,1080,1080,1080.0,HJHFJAOG_02011,MLMIAKCI_01685,AOHABJFI_02249,LCPJMJGF_01107
fetA,fetA,putative iron export ATP-binding protein FetA,4,4,1.0,85,8,,,,639,687,651.0,HJHFJAOG_01562,MLMIAKCI_01645,AOHABJFI_00037,LCPJMJGF_01871
group_953,,hypothetical protein,4,4,1.0,85,7,,,,1245,1245,1245.0,HJHFJAOG_02013,MLMIAKCI_01687,AOHABJFI_02247,LCPJMJGF_01105
group_952,,Nucleotide-binding protein,4,4,1.0,85,6,,,,882,882,882.0,HJHFJAOG_01557,MLMIAKCI_01650,AOHABJFI_02269,LCPJMJGF_01127
pgcA,pgcA,Phosphoglucomutase,4,4,1.0,85,5,,,,1725,1725,1725.0,HJHFJAOG_01995,MLMIAKCI_01654,AOHABJFI_02265,LCPJMJGF_01123
ptsI,ptsI,Phosphoenolpyruvate-protein phosphotransferase,4,4,1.0,85,4,,,,1734,1734,1734.0,HJHFJAOG_02032,MLMIAKCI_01820,AOHABJFI_02229,LCPJMJGF_00430
comFC,comFC,Competence protein ComFC,4,4,1.0,85,3,,,,696,696,696.0,HJHFJAOG_02004,MLMIAKCI_01906,AOHABJFI_02256,LCPJMJGF_01114
prfB,prfB,Peptide chain release factor 2,4,4,1.0,85,2,,,,999,999,999.0,HJHFJAOG_02001,MLMIAKCI_01909,AOHABJFI_02259,LCPJMJGF_01117
mecA,mecA,Adapter protein MecA,4,4,1.0,85,1,,,,747,747,747.0,HJHFJAOG_02030,MLMIAKCI_01822,AOHABJFI_02231,LCPJMJGF_00432
gpmA_5,gpmA_5,23-bisphosphoglycerate-dependent phosphoglycerate mutase,4,4,1.0,84,23,,,,651,651,651.0,HJHFJAOG_01822,MLMIAKCI_02078,AOHABJFI_02012,LCPJMJGF_00805
group_951,,hypothetical protein,4,4,1.0,84,22,,,,558,558,558.0,HJHFJAOG_01815,MLMIAKCI_02085,AOHABJFI_02019,LCPJMJGF_00798
helD,helD,DNA helicase IV,4,4,1.0,84,21,,,,2307,2307,2307.0,HJHFJAOG_01820,MLMIAKCI_02080,AOHABJFI_02014,LCPJMJGF_00803
paiA,paiA,Spermidine/spermine N(1)-acetyltransferase,4,4,1.0,84,20,,,,525,525,525.0,HJHFJAOG_01546,MLMIAKCI_00317,AOHABJFI_01693,LCPJMJGF_00790
group_950,,hypothetical protein,4,4,1.0,84,19,,,,618,618,618.0,HJHFJAOG_01545,MLMIAKCI_02347,AOHABJFI_01692,LCPJMJGF_00789
glnQ_2,glnQ_2,Glutamine transport ATP-binding protein GlnQ,4,4,1.0,84,18,,,,621,621,621.0,HJHFJAOG_01818,MLMIAKCI_02082,AOHABJFI_02016,LCPJMJGF_00801
efp_2,efp_2,Elongation factor P,4,4,1.0,84,17,,,,576,576,576.0,HJHFJAOG_01813,MLMIAKCI_02087,AOHABJFI_02021,LCPJMJGF_00796
uup_11,uup_11,ATP-binding protein Uup,4,4,1.0,84,16,,,,1605,1605,1605.0,HJHFJAOG_01540,MLMIAKCI_02342,AOHABJFI_01687,LCPJMJGF_00784
trcR_1,trcR_1,Transcriptional regulatory protein TrcR,4,4,1.0,84,15,,,,720,720,720.0,HJHFJAOG_01542,MLMIAKCI_02344,AOHABJFI_01689,LCPJMJGF_00786
group_949,,hypothetical protein,4,4,1.0,84,14,,,,396,396,396.0,HJHFJAOG_01551,MLMIAKCI_00152,AOHABJFI_01698,LCPJMJGF_00794
pglK,pglK;,Protein glycosylation K;Putative multidrug export ATP-binding/permease protein;hypothetical protein,4,7,1.75,84,13,,,,510,1620,925.7142857142857,HJHFJAOG_01548;HJHFJAOG_01549,MLMIAKCI_00315;MLMIAKCI_00314,AOHABJFI_01695;AOHABJFI_01696,LCPJMJGF_00792
coaA,coaA,Pantothenate kinase,4,4,1.0,84,12,,,,915,915,915.0,HJHFJAOG_01814,MLMIAKCI_02086,AOHABJFI_02020,LCPJMJGF_00797
artP~~~tcyJ,artP;tcyJ,Arginine-binding extracellular protein ArtP;L-cystine-binding protein TcyJ,4,4,1.0,84,11,,,,816,816,816.0,HJHFJAOG_01817,MLMIAKCI_02083,AOHABJFI_02017,LCPJMJGF_00800
elaA,elaA,Protein ElaA,4,4,1.0,84,10,,,,450,450,450.0,HJHFJAOG_01816,MLMIAKCI_02084,AOHABJFI_02018,LCPJMJGF_00799
fpaP,fpaP,Proline iminopeptidase,4,4,1.0,84,9,,,,918,918,918.0,HJHFJAOG_01541,MLMIAKCI_02343,AOHABJFI_01688,LCPJMJGF_00785
dppA_4,dppA_4,Dipeptide-binding protein,4,4,1.0,84,8,,,,1647,1647,1647.0,HJHFJAOG_01550,MLMIAKCI_00153,AOHABJFI_01697,LCPJMJGF_00793
group_947,,hypothetical protein,4,4,1.0,84,6,,,,657,747,702.0,HJHFJAOG_01821,MLMIAKCI_02079,AOHABJFI_02013,LCPJMJGF_00804
group_946,,hypothetical protein,4,4,1.0,84,5,,,,549,549,549.0,HJHFJAOG_01544,MLMIAKCI_02346,AOHABJFI_01691,LCPJMJGF_00788
group_945,,hypothetical protein,4,7,1.75,84,4,,,,252,588,364.2857142857143,HJHFJAOG_01552;HJHFJAOG_01812,MLMIAKCI_00151;MLMIAKCI_02088,AOHABJFI_02022;AOHABJFI_01699,LCPJMJGF_00795
sasA_4,sasA_4,Adaptive-response sensory-kinase SasA,4,4,1.0,84,3,,,,1344,1344,1344.0,HJHFJAOG_01543,MLMIAKCI_02345,AOHABJFI_01690,LCPJMJGF_00787
group_944,,hypothetical protein,4,4,1.0,84,2,,,,456,456,456.0,HJHFJAOG_01547,MLMIAKCI_00316,AOHABJFI_01694,LCPJMJGF_00791
artQ,artQ,Arginine transport system permease protein ArtQ,4,4,1.0,84,1,,,,648,648,648.0,HJHFJAOG_01819,MLMIAKCI_02081,AOHABJFI_02015,LCPJMJGF_00802
group_943,,hypothetical protein,4,4,1.0,83,12,,,,924,924,924.0,HJHFJAOG_01505,MLMIAKCI_02224,AOHABJFI_01630,LCPJMJGF_00412
thlA,thlA,Acetyl-CoA acetyltransferase,4,4,1.0,83,11,,,,1164,1164,1164.0,HJHFJAOG_01503,MLMIAKCI_02226,AOHABJFI_01628,LCPJMJGF_00414
mnaA,mnaA,UDP-N-acetylglucosamine 2-epimerase,4,4,1.0,83,10,,,,1143,1143,1143.0,HJHFJAOG_01510,MLMIAKCI_00108,AOHABJFI_01635,LCPJMJGF_00408
group_942,,hypothetical protein,4,4,1.0,83,9,,,,528,528,528.0,HJHFJAOG_01508,MLMIAKCI_02221,AOHABJFI_01633,LCPJMJGF_00409
group_941,,Flavodoxin,4,4,1.0,83,8,,,,447,447,447.0,HJHFJAOG_01507,MLMIAKCI_02222,AOHABJFI_01632,LCPJMJGF_00410
gtaB,gtaB,UTP--glucose-1-phosphate uridylyltransferase,4,4,1.0,83,6,,,,903,903,903.0,HJHFJAOG_01504,MLMIAKCI_02225,AOHABJFI_01629,LCPJMJGF_00413
celB,celB,PTS system cellobiose-specific EIIC component,4,4,1.0,83,5,,,,1329,1329,1329.0,HJHFJAOG_01512,MLMIAKCI_00106,AOHABJFI_01637,LCPJMJGF_00406
mvaA~~~mvaS~~~fabH,mvaA;mvaS;fabH,3-hydroxy-3-methylglutaryl-coenzyme A reductase;Hydroxymethylglutaryl-CoA synthase;Beta-ketoacyl-[acyl-carrier-protein] synthase III,4,5,1.25,83,4,,,,1167,2364,1894.2,HJHFJAOG_01502,MLMIAKCI_02227,AOHABJFI_01627,LCPJMJGF_00416;LCPJMJGF_00415
yfmL,yfmL,putative ATP-dependent RNA helicase YfmL,4,4,1.0,83,3,,,,1236,1242,1237.5,HJHFJAOG_01513,MLMIAKCI_00105,AOHABJFI_01638,LCPJMJGF_00405
map,map,Methionine aminopeptidase 1,4,4,1.0,83,2,,,,828,828,828.0,HJHFJAOG_01506,MLMIAKCI_02223,AOHABJFI_01631,LCPJMJGF_00411
group_939,,hypothetical protein,4,7,1.75,83,1,,,,360,708,422.57142857142856,HJHFJAOG_01515;HJHFJAOG_01514,MLMIAKCI_00104;MLMIAKCI_00103,AOHABJFI_01640;AOHABJFI_01639,LCPJMJGF_00404
group_938,,IS5 family transposase ISL2,4,4,1.0,82,15,,,,420,420,420.0,HJHFJAOG_01498,MLMIAKCI_01675,AOHABJFI_01730,LCPJMJGF_01896
group_937,,hypothetical protein,4,4,1.0,82,14,,,,717,753,726.0,HJHFJAOG_01488,MLMIAKCI_01680,AOHABJFI_01735,LCPJMJGF_01891
tnpR_1,tnpR_1,Transposon gamma-delta resolvase,4,4,1.0,82,13,,,,606,606,606.0,HJHFJAOG_01497,MLMIAKCI_01674,AOHABJFI_01729,LCPJMJGF_01897
group_936,,hypothetical protein,4,4,1.0,82,12,,,,333,333,333.0,HJHFJAOG_01492,MLMIAKCI_01669,AOHABJFI_00435,LCPJMJGF_01885
soj_2,soj_2,Sporulation initiation inhibitor protein Soj,4,4,1.0,82,11,,,,786,786,786.0,HJHFJAOG_01501,MLMIAKCI_01678,AOHABJFI_01733,LCPJMJGF_01893
group_935,,hypothetical protein,4,4,1.0,82,10,,,,228,228,228.0,HJHFJAOG_01491,MLMIAKCI_01668,AOHABJFI_00434,LCPJMJGF_01886
group_934,,hypothetical protein,4,4,1.0,82,9,,,,789,789,789.0,HJHFJAOG_01493,MLMIAKCI_01670,AOHABJFI_01725,LCPJMJGF_01884
group_933,,hypothetical protein,4,4,1.0,82,8,,,,216,216,216.0,HJHFJAOG_01500,MLMIAKCI_01677,AOHABJFI_01732,LCPJMJGF_01894
group_932,,hypothetical protein,4,4,1.0,82,7,,,,258,258,258.0,HJHFJAOG_01490,MLMIAKCI_01667,2_refound_23,LCPJMJGF_01887
group_931,,hypothetical protein;IS30 family transposase ISSag3,4,5,1.25,82,6,,,,168,1035,835.2,HJHFJAOG_01489,MLMIAKCI_01665;MLMIAKCI_01666,AOHABJFI_00354,LCPJMJGF_01888
nrdI_2,nrdI_2,Protein NrdI,4,4,1.0,82,5,,,,426,426,426.0,HJHFJAOG_01495,MLMIAKCI_01672,AOHABJFI_01727,LCPJMJGF_00252
