group_968,,hypothetical protein,HJHFJAOG_02016,MLMIAKCI_01690,AOHABJFI_02244,LCPJMJGF_01102
group_967,,hypothetical protein,HJHFJAOG_02026,MLMIAKCI_01825,AOHABJFI_02234,LCPJMJGF_00435
trxB,trxB,Thioredoxin reductase,HJHFJAOG_01996,MLMIAKCI_01914,AOHABJFI_02264,LCPJMJGF_01122
cspR,cspR,Putative tRNA (cytidine(34)-2'-O)-methyltransferase,HJHFJAOG_02017,MLMIAKCI_01691,AOHABJFI_02243,LCPJMJGF_01101
pgsA,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,HJHFJAOG_02010,MLMIAKCI_01684,AOHABJFI_02250,LCPJMJGF_01108
sph,sph,Oleate hydratase,HJHFJAOG_02022,MLMIAKCI_01829,AOHABJFI_02238,LCPJMJGF_00439
group_966,,Putative transport protein,HJHFJAOG_02018,MLMIAKCI_01692,AOHABJFI_02242,LCPJMJGF_01100
spx_2,spx_2,Global transcriptional regulator Spx,HJHFJAOG_02031,MLMIAKCI_01821,AOHABJFI_02230,LCPJMJGF_00431
nadK,nadK,NAD kinase,HJHFJAOG_02024,MLMIAKCI_01827,AOHABJFI_02236,LCPJMJGF_00437
comFA,comFA,Competence protein ComFA,HJHFJAOG_02005,MLMIAKCI_01905,AOHABJFI_02255,LCPJMJGF_01113
gpsA,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+],HJHFJAOG_01997,MLMIAKCI_01913,AOHABJFI_02263,LCPJMJGF_01121
spxH,spxH,ClpXP adapter protein SpxH,HJHFJAOG_02027,MLMIAKCI_01824,AOHABJFI_02233,LCPJMJGF_00434
group_965,,hypothetical protein,HJHFJAOG_02006,MLMIAKCI_01904,AOHABJFI_02254,LCPJMJGF_01112
pgl,pgl,6-phosphogluconolactonase,HJHFJAOG_02020,MLMIAKCI_01831,AOHABJFI_02240,LCPJMJGF_01098
fetB,fetB,putative iron export permease protein FetB,HJHFJAOG_01563,MLMIAKCI_01644,AOHABJFI_00038,LCPJMJGF_01872
secA,secA,Protein translocase subunit SecA,HJHFJAOG_02002,MLMIAKCI_01908,AOHABJFI_02258,LCPJMJGF_01116
spoIIIE,spoIIIE,DNA translocase SpoIIIE,HJHFJAOG_02015,MLMIAKCI_01689,AOHABJFI_02245,LCPJMJGF_01103
group_964,,hypothetical protein,HJHFJAOG_02023,MLMIAKCI_01828,AOHABJFI_02237,LCPJMJGF_00438
ptsH,ptsH,Phosphocarrier protein HPr,HJHFJAOG_02033,MLMIAKCI_01819,AOHABJFI_02228,LCPJMJGF_00429
group_963,,hypothetical protein,HJHFJAOG_02014,MLMIAKCI_01688,AOHABJFI_02246,LCPJMJGF_01104
clpP,clpP,ATP-dependent Clp protease proteolytic subunit,HJHFJAOG_01560,MLMIAKCI_01647,AOHABJFI_02272,LCPJMJGF_01130
yjbM,yjbM,GTP pyrophosphokinase YjbM,HJHFJAOG_02025,MLMIAKCI_01826,AOHABJFI_02235,LCPJMJGF_00436
group_962,,Putative gluconeogenesis factor,HJHFJAOG_01558,MLMIAKCI_01649,AOHABJFI_02270,LCPJMJGF_01128
hprK,hprK,HPr kinase/phosphorylase,HJHFJAOG_01999,MLMIAKCI_01911,AOHABJFI_02261,LCPJMJGF_01119
group_961,,hypothetical protein,HJHFJAOG_01561,MLMIAKCI_01646,AOHABJFI_00036,LCPJMJGF_01131
group_960,,hypothetical protein,HJHFJAOG_02000,MLMIAKCI_01910,AOHABJFI_02260,LCPJMJGF_01118
group_959,,hypothetical protein,HJHFJAOG_01556,MLMIAKCI_01651,AOHABJFI_02268,LCPJMJGF_01126
group_958,,hypothetical protein,HJHFJAOG_02028;HJHFJAOG_02029,MLMIAKCI_01823,AOHABJFI_02232,LCPJMJGF_00433
fabG,fabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,HJHFJAOG_02012,MLMIAKCI_01686,AOHABJFI_02248,LCPJMJGF_01106
rny,rny,Ribonuclease Y,HJHFJAOG_02008,MLMIAKCI_01682,AOHABJFI_02252,LCPJMJGF_01110
group_957,,hypothetical protein,HJHFJAOG_02021,MLMIAKCI_01830,AOHABJFI_02239,LCPJMJGF_00440
group_956,,hypothetical protein,HJHFJAOG_02019,MLMIAKCI_01693,AOHABJFI_02241,LCPJMJGF_01099
uvrA_1,uvrA_1,UvrABC system protein A,HJHFJAOG_01555,MLMIAKCI_01652,AOHABJFI_02267,LCPJMJGF_01125
group_955,,hypothetical protein,HJHFJAOG_02034,MLMIAKCI_01818,AOHABJFI_02227,LCPJMJGF_00428
hpf,hpf,Ribosome hibernation promotion factor,HJHFJAOG_02003,MLMIAKCI_01907,AOHABJFI_02257,LCPJMJGF_01115
tagO,tagO,putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase,HJHFJAOG_02007,MLMIAKCI_01681,AOHABJFI_02253,LCPJMJGF_01111
uvrB_1,uvrB_1,UvrABC system protein B,HJHFJAOG_01554,MLMIAKCI_01653,AOHABJFI_02266,LCPJMJGF_01124
group_954,,hypothetical protein,HJHFJAOG_02011,MLMIAKCI_01685,AOHABJFI_02249,LCPJMJGF_01107
fetA,fetA,putative iron export ATP-binding protein FetA,HJHFJAOG_01562,MLMIAKCI_01645,AOHABJFI_00037,LCPJMJGF_01871
group_953,,hypothetical protein,HJHFJAOG_02013,MLMIAKCI_01687,AOHABJFI_02247,LCPJMJGF_01105
group_952,,Nucleotide-binding protein,HJHFJAOG_01557,MLMIAKCI_01650,AOHABJFI_02269,LCPJMJGF_01127
pgcA,pgcA,Phosphoglucomutase,HJHFJAOG_01995,MLMIAKCI_01654,AOHABJFI_02265,LCPJMJGF_01123
ptsI,ptsI,Phosphoenolpyruvate-protein phosphotransferase,HJHFJAOG_02032,MLMIAKCI_01820,AOHABJFI_02229,LCPJMJGF_00430
comFC,comFC,Competence protein ComFC,HJHFJAOG_02004,MLMIAKCI_01906,AOHABJFI_02256,LCPJMJGF_01114
prfB,prfB,Peptide chain release factor 2,HJHFJAOG_02001,MLMIAKCI_01909,AOHABJFI_02259,LCPJMJGF_01117
mecA,mecA,Adapter protein MecA,HJHFJAOG_02030,MLMIAKCI_01822,AOHABJFI_02231,LCPJMJGF_00432
gpmA_5,gpmA_5,23-bisphosphoglycerate-dependent phosphoglycerate mutase,HJHFJAOG_01822,MLMIAKCI_02078,AOHABJFI_02012,LCPJMJGF_00805
group_951,,hypothetical protein,HJHFJAOG_01815,MLMIAKCI_02085,AOHABJFI_02019,LCPJMJGF_00798
helD,helD,DNA helicase IV,HJHFJAOG_01820,MLMIAKCI_02080,AOHABJFI_02014,LCPJMJGF_00803
paiA,paiA,Spermidine/spermine N(1)-acetyltransferase,HJHFJAOG_01546,MLMIAKCI_00317,AOHABJFI_01693,LCPJMJGF_00790
group_950,,hypothetical protein,HJHFJAOG_01545,MLMIAKCI_02347,AOHABJFI_01692,LCPJMJGF_00789
glnQ_2,glnQ_2,Glutamine transport ATP-binding protein GlnQ,HJHFJAOG_01818,MLMIAKCI_02082,AOHABJFI_02016,LCPJMJGF_00801
efp_2,efp_2,Elongation factor P,HJHFJAOG_01813,MLMIAKCI_02087,AOHABJFI_02021,LCPJMJGF_00796
uup_11,uup_11,ATP-binding protein Uup,HJHFJAOG_01540,MLMIAKCI_02342,AOHABJFI_01687,LCPJMJGF_00784
trcR_1,trcR_1,Transcriptional regulatory protein TrcR,HJHFJAOG_01542,MLMIAKCI_02344,AOHABJFI_01689,LCPJMJGF_00786
group_949,,hypothetical protein,HJHFJAOG_01551,MLMIAKCI_00152,AOHABJFI_01698,LCPJMJGF_00794
pglK,pglK;,Protein glycosylation K;Putative multidrug export ATP-binding/permease protein;hypothetical protein,HJHFJAOG_01548;HJHFJAOG_01549,MLMIAKCI_00315;MLMIAKCI_00314,AOHABJFI_01695;AOHABJFI_01696,LCPJMJGF_00792
coaA,coaA,Pantothenate kinase,HJHFJAOG_01814,MLMIAKCI_02086,AOHABJFI_02020,LCPJMJGF_00797
artP~~~tcyJ,artP;tcyJ,Arginine-binding extracellular protein ArtP;L-cystine-binding protein TcyJ,HJHFJAOG_01817,MLMIAKCI_02083,AOHABJFI_02017,LCPJMJGF_00800
elaA,elaA,Protein ElaA,HJHFJAOG_01816,MLMIAKCI_02084,AOHABJFI_02018,LCPJMJGF_00799
fpaP,fpaP,Proline iminopeptidase,HJHFJAOG_01541,MLMIAKCI_02343,AOHABJFI_01688,LCPJMJGF_00785
dppA_4,dppA_4,Dipeptide-binding protein,HJHFJAOG_01550,MLMIAKCI_00153,AOHABJFI_01697,LCPJMJGF_00793
group_947,,hypothetical protein,HJHFJAOG_01821,MLMIAKCI_02079,AOHABJFI_02013,LCPJMJGF_00804
group_946,,hypothetical protein,HJHFJAOG_01544,MLMIAKCI_02346,AOHABJFI_01691,LCPJMJGF_00788
group_945,,hypothetical protein,HJHFJAOG_01552;HJHFJAOG_01812,MLMIAKCI_00151;MLMIAKCI_02088,AOHABJFI_02022;AOHABJFI_01699,LCPJMJGF_00795
sasA_4,sasA_4,Adaptive-response sensory-kinase SasA,HJHFJAOG_01543,MLMIAKCI_02345,AOHABJFI_01690,LCPJMJGF_00787
group_944,,hypothetical protein,HJHFJAOG_01547,MLMIAKCI_00316,AOHABJFI_01694,LCPJMJGF_00791
artQ,artQ,Arginine transport system permease protein ArtQ,HJHFJAOG_01819,MLMIAKCI_02081,AOHABJFI_02015,LCPJMJGF_00802
group_943,,hypothetical protein,HJHFJAOG_01505,MLMIAKCI_02224,AOHABJFI_01630,LCPJMJGF_00412
thlA,thlA,Acetyl-CoA acetyltransferase,HJHFJAOG_01503,MLMIAKCI_02226,AOHABJFI_01628,LCPJMJGF_00414
mnaA,mnaA,UDP-N-acetylglucosamine 2-epimerase,HJHFJAOG_01510,MLMIAKCI_00108,AOHABJFI_01635,LCPJMJGF_00408
group_942,,hypothetical protein,HJHFJAOG_01508,MLMIAKCI_02221,AOHABJFI_01633,LCPJMJGF_00409
group_941,,Flavodoxin,HJHFJAOG_01507,MLMIAKCI_02222,AOHABJFI_01632,LCPJMJGF_00410
gtaB,gtaB,UTP--glucose-1-phosphate uridylyltransferase,HJHFJAOG_01504,MLMIAKCI_02225,AOHABJFI_01629,LCPJMJGF_00413
celB,celB,PTS system cellobiose-specific EIIC component,HJHFJAOG_01512,MLMIAKCI_00106,AOHABJFI_01637,LCPJMJGF_00406
mvaA~~~mvaS~~~fabH,mvaA;mvaS;fabH,3-hydroxy-3-methylglutaryl-coenzyme A reductase;Hydroxymethylglutaryl-CoA synthase;Beta-ketoacyl-[acyl-carrier-protein] synthase III,HJHFJAOG_01502,MLMIAKCI_02227,AOHABJFI_01627,LCPJMJGF_00416;LCPJMJGF_00415
yfmL,yfmL,putative ATP-dependent RNA helicase YfmL,HJHFJAOG_01513,MLMIAKCI_00105,AOHABJFI_01638,LCPJMJGF_00405
map,map,Methionine aminopeptidase 1,HJHFJAOG_01506,MLMIAKCI_02223,AOHABJFI_01631,LCPJMJGF_00411
group_939,,hypothetical protein,HJHFJAOG_01515;HJHFJAOG_01514,MLMIAKCI_00104;MLMIAKCI_00103,AOHABJFI_01640;AOHABJFI_01639,LCPJMJGF_00404
group_938,,IS5 family transposase ISL2,HJHFJAOG_01498,MLMIAKCI_01675,AOHABJFI_01730,LCPJMJGF_01896
group_937,,hypothetical protein,HJHFJAOG_01488,MLMIAKCI_01680,AOHABJFI_01735,LCPJMJGF_01891
tnpR_1,tnpR_1,Transposon gamma-delta resolvase,HJHFJAOG_01497,MLMIAKCI_01674,AOHABJFI_01729,LCPJMJGF_01897
group_936,,hypothetical protein,HJHFJAOG_01492,MLMIAKCI_01669,AOHABJFI_00435,LCPJMJGF_01885
soj_2,soj_2,Sporulation initiation inhibitor protein Soj,HJHFJAOG_01501,MLMIAKCI_01678,AOHABJFI_01733,LCPJMJGF_01893
group_935,,hypothetical protein,HJHFJAOG_01491,MLMIAKCI_01668,AOHABJFI_00434,LCPJMJGF_01886
group_934,,hypothetical protein,HJHFJAOG_01493,MLMIAKCI_01670,AOHABJFI_01725,LCPJMJGF_01884
group_933,,hypothetical protein,HJHFJAOG_01500,MLMIAKCI_01677,AOHABJFI_01732,LCPJMJGF_01894
group_932,,hypothetical protein,HJHFJAOG_01490,MLMIAKCI_01667,2_refound_23,LCPJMJGF_01887
group_931,,hypothetical protein;IS30 family transposase ISSag3,HJHFJAOG_01489,MLMIAKCI_01665;MLMIAKCI_01666,AOHABJFI_00354,LCPJMJGF_01888
nrdI_2,nrdI_2,Protein NrdI,HJHFJAOG_01495,MLMIAKCI_01672,AOHABJFI_01727,LCPJMJGF_00252
nrdF~~~nrdF_2,nrdF;nrdF_2,Ribonucleoside-diphosphate reductase 2 subunit beta,HJHFJAOG_01496,MLMIAKCI_01673,AOHABJFI_01728,LCPJMJGF_00251
group_930,,hypothetical protein,HJHFJAOG_01499,MLMIAKCI_01676,AOHABJFI_01731,LCPJMJGF_01895
nrdE1,nrdE1,Ribonucleoside-diphosphate reductase subunit alpha 1,HJHFJAOG_01494,MLMIAKCI_01671,AOHABJFI_01726,3_refound_39_pseudo
group_929,,hypothetical protein,HJHFJAOG_01487,MLMIAKCI_01679,AOHABJFI_01734,LCPJMJGF_01892
uptA,uptA,Undecaprenyl phosphate transporter A,HJHFJAOG_01575,MLMIAKCI_01387,AOHABJFI_00898,LCPJMJGF_01402
bcaP_2,bcaP_2,Branched-chain amino acid permease BcaP,HJHFJAOG_01576,MLMIAKCI_01388,AOHABJFI_00897,LCPJMJGF_01403
clsA_2~~~cls,clsA_2;cls,Major cardiolipin synthase ClsA;Cardiolipin synthase,HJHFJAOG_01449;HJHFJAOG_01448,MLMIAKCI_01410,AOHABJFI_02024,LCPJMJGF_00279
rpmF,rpmF,Large ribosomal subunit protein bL32,HJHFJAOG_01568,MLMIAKCI_01380,AOHABJFI_00905,LCPJMJGF_01395
dkgA,;dkgA,Aldo-keto reductase/MSMEI_2347;hypothetical protein;Methylglyoxal reductase DkgA,HJHFJAOG_01580;HJHFJAOG_01579;HJHFJAOG_01581,MLMIAKCI_01391;MLMIAKCI_01392;MLMIAKCI_01393,AOHABJFI_00894;AOHABJFI_00893;AOHABJFI_00892,LCPJMJGF_01406
ypiA,ypiA;,TPR repeat-containing protein YpiA;hypothetical protein,HJHFJAOG_01446;HJHFJAOG_01447,MLMIAKCI_01409,AOHABJFI_02025,LCPJMJGF_00278
group_910,,hypothetical protein,HJHFJAOG_01441,MLMIAKCI_01404,AOHABJFI_02030,LCPJMJGF_00273
yidA_3,yidA_3,Sugar phosphatase YidA,HJHFJAOG_01578,MLMIAKCI_01390,AOHABJFI_00895,LCPJMJGF_01405
cpdB,cpdB,2'3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase,HJHFJAOG_01567,MLMIAKCI_01314,AOHABJFI_00906,LCPJMJGF_01394
cmk,cmk,Cytidylate kinase,HJHFJAOG_01442,MLMIAKCI_01405,AOHABJFI_02029,LCPJMJGF_00274
ribU,;ribU,hypothetical protein;Riboflavin transporter RibU,HJHFJAOG_01440,MLMIAKCI_01403,AOHABJFI_02031,LCPJMJGF_01383;LCPJMJGF_00272
group_899,,hypothetical protein,HJHFJAOG_01566,MLMIAKCI_01313,AOHABJFI_00907,LCPJMJGF_01393
pyk,pyk,Pyruvate kinase,HJHFJAOG_01433,MLMIAKCI_01396,AOHABJFI_00910,LCPJMJGF_01390
group_893,,hypothetical protein,HJHFJAOG_01436,MLMIAKCI_01399,AOHABJFI_00913,LCPJMJGF_01387
coaBC,coaBC,Coenzyme A biosynthesis bifunctional protein CoaBC,HJHFJAOG_01582,MLMIAKCI_01394,AOHABJFI_00891,LCPJMJGF_01407
cvfB,cvfB,Conserved virulence factor B,HJHFJAOG_01434,MLMIAKCI_01397,AOHABJFI_00911,LCPJMJGF_01389
uvrC,uvrC,UvrABC system protein C,HJHFJAOG_01574,MLMIAKCI_01386,AOHABJFI_00899,LCPJMJGF_01401
rps1,rps1,Small ribosomal subunit protein bS1,HJHFJAOG_01443,MLMIAKCI_01406,AOHABJFI_02028,LCPJMJGF_00275
xerD,xerD,Tyrosine recombinase XerD,HJHFJAOG_01435,MLMIAKCI_01398,AOHABJFI_00912,LCPJMJGF_01388
rluB_2,rluB_2,Ribosomal large subunit pseudouridine synthase B,HJHFJAOG_01439,MLMIAKCI_01402,AOHABJFI_00916,LCPJMJGF_01384
oatA,oatA,O-acetyltransferase OatA,HJHFJAOG_01572,MLMIAKCI_01384,AOHABJFI_00901,LCPJMJGF_01399
group_888,,Hydroxypyruvate reductase,HJHFJAOG_01577,MLMIAKCI_01389,AOHABJFI_00896,LCPJMJGF_01404
scpA,scpA,Segregation and condensation protein A,HJHFJAOG_01437,MLMIAKCI_01400,AOHABJFI_00914,LCPJMJGF_01386
group_884,,hypothetical protein,HJHFJAOG_01569,MLMIAKCI_01381,AOHABJFI_00904,LCPJMJGF_01396
rnz,rnz,Ribonuclease Z,HJHFJAOG_01571,MLMIAKCI_01383,AOHABJFI_00902,LCPJMJGF_01398
obg,obg,GTPase Obg,HJHFJAOG_01573,MLMIAKCI_01385,AOHABJFI_00900,LCPJMJGF_01400
der,der,GTPase Der,HJHFJAOG_01444,MLMIAKCI_01407,AOHABJFI_02027,LCPJMJGF_00276
pfkA,pfkA,ATP-dependent 6-phosphofructokinase,HJHFJAOG_01432,MLMIAKCI_01395,AOHABJFI_00909,LCPJMJGF_01391
scpB,scpB,Segregation and condensation protein B,HJHFJAOG_01438,MLMIAKCI_01401,AOHABJFI_00915,LCPJMJGF_01385
hup_2,hup_2,DNA-binding protein HU,HJHFJAOG_01445,MLMIAKCI_01408,AOHABJFI_02026,LCPJMJGF_00277
dnaE,dnaE,DNA polymerase III subunit alpha,HJHFJAOG_01565,MLMIAKCI_01312,AOHABJFI_00908,LCPJMJGF_01392
group_861,,putative oxidoreductase,HJHFJAOG_01570,MLMIAKCI_01382,AOHABJFI_00903,LCPJMJGF_01397
lspA,lspA,Lipoprotein signal peptidase,HJHFJAOG_01330,MLMIAKCI_01246,AOHABJFI_01461,LCPJMJGF_01370
group_850,,hypothetical protein,HJHFJAOG_01328,MLMIAKCI_01248,AOHABJFI_01459,LCPJMJGF_01368
fhs1,fhs1,Formate--tetrahydrofolate ligase 1,HJHFJAOG_01329,MLMIAKCI_01247,AOHABJFI_01460,LCPJMJGF_01369
rluD_2,rluD_2,Ribosomal large subunit pseudouridine synthase D,HJHFJAOG_01331,MLMIAKCI_01245,AOHABJFI_01462,LCPJMJGF_01371
pyrAA_2,pyrAA_2,Carbamoyl phosphate synthase pyrimidine-specific small chain,HJHFJAOG_01332,MLMIAKCI_01244,AOHABJFI_01463,LCPJMJGF_01372
group_845,,hypothetical protein,HJHFJAOG_01335,MLMIAKCI_01241,AOHABJFI_01466,LCPJMJGF_01375
pyrAB,pyrAB,Carbamoyl phosphate synthase pyrimidine-specific large chain,HJHFJAOG_01333,MLMIAKCI_01243,AOHABJFI_01464,LCPJMJGF_01373
rqcH,rqcH,Rqc2 RqcH,HJHFJAOG_01334,MLMIAKCI_01242,AOHABJFI_01465,LCPJMJGF_01374
degV_2,degV_2,Protein DegV,HJHFJAOG_01336,MLMIAKCI_01240,AOHABJFI_01467,LCPJMJGF_01376
rpoB,rpoB,DNA-directed RNA polymerase subunit beta RpoB,HJHFJAOG_01318,MLMIAKCI_01695,AOHABJFI_01542,LCPJMJGF_00632
rpoC,rpoC,DNA-directed RNA polymerase subunit beta RpoC,HJHFJAOG_01319,MLMIAKCI_01696,AOHABJFI_01543,LCPJMJGF_00631
fusA,fusA,elongation factor G FusA,HJHFJAOG_01323,MLMIAKCI_01700,AOHABJFI_01547,LCPJMJGF_00627
rpsG,rpsG,Small ribosomal subunit protein uS7,HJHFJAOG_01322,MLMIAKCI_01699,AOHABJFI_01546,LCPJMJGF_00628
group_840,,hypothetical protein,HJHFJAOG_01320,MLMIAKCI_01697,AOHABJFI_01544,LCPJMJGF_00630
clpC,clpC,ATP-dependent Clp protease ATP-binding subunit ClpC,HJHFJAOG_01317,MLMIAKCI_01694,AOHABJFI_01541,LCPJMJGF_00633
rpsL,rpsL,Small ribosomal subunit protein uS12,HJHFJAOG_01321,MLMIAKCI_01698,AOHABJFI_01545,LCPJMJGF_00629
ftsH,ftsH,ATP-dependent zinc metalloprotease FtsH,HJHFJAOG_01483,MLMIAKCI_02191,AOHABJFI_02054,LCPJMJGF_00643
cshA,cshA,ATP-dependent RNA helicase CshA,HJHFJAOG_01526,MLMIAKCI_01193,AOHABJFI_01643,LCPJMJGF_00654
pth,pth,Peptidyl-tRNA hydrolase,HJHFJAOG_01477,MLMIAKCI_01198,AOHABJFI_02275,LCPJMJGF_00649
murF,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,HJHFJAOG_01525,MLMIAKCI_01192,AOHABJFI_01644,LCPJMJGF_00655
hslO,hslO,33 kDa chaperonin,HJHFJAOG_01484,MLMIAKCI_02190,AOHABJFI_02055,LCPJMJGF_00642
pnp,pnp,Polyribonucleotide nucleotidyltransferase,HJHFJAOG_01481,MLMIAKCI_02193,AOHABJFI_02052,LCPJMJGF_00645
yfeO,yfeO,Putative ion-transport protein YfeO,HJHFJAOG_01516,MLMIAKCI_01183,AOHABJFI_01653,LCPJMJGF_00664
dusB,dusB,tRNA-dihydrouridine synthase B,HJHFJAOG_01485,MLMIAKCI_02189,AOHABJFI_02056,LCPJMJGF_00641
group_839,,hypothetical protein,HJHFJAOG_01475,MLMIAKCI_01196,AOHABJFI_02277,LCPJMJGF_00651
lysS,lysS,Lysine--tRNA ligase,HJHFJAOG_01486,MLMIAKCI_02188,AOHABJFI_02057,LCPJMJGF_00640
group_838,,hypothetical protein,HJHFJAOG_01519,MLMIAKCI_01186,AOHABJFI_01650,LCPJMJGF_00661
aimA,aimA,Glutamate/serine transporter AimA,HJHFJAOG_01521,MLMIAKCI_01188,AOHABJFI_01648,LCPJMJGF_00659
alr,alr,Alanine racemase,HJHFJAOG_01528,MLMIAKCI_01195,AOHABJFI_01641,LCPJMJGF_00652
dexB,dexB,Glucan 16-alpha-glucosidase,HJHFJAOG_01523,MLMIAKCI_01190,AOHABJFI_01646,LCPJMJGF_00657
group_837,,hypothetical protein,HJHFJAOG_01480,MLMIAKCI_02194,AOHABJFI_02051,LCPJMJGF_00646
group_836,,hypothetical protein,HJHFJAOG_01518,MLMIAKCI_01185,AOHABJFI_01651,LCPJMJGF_00662
ldh_2,ldh_2,L-lactate dehydrogenase,HJHFJAOG_01476,MLMIAKCI_01197,AOHABJFI_02276,LCPJMJGF_00650
rqcP,rqcP,RQC P-site tRNA stabilizing factor,HJHFJAOG_01479,MLMIAKCI_01200,AOHABJFI_02273,LCPJMJGF_00647
glyA,glyA,Serine hydroxymethyltransferase,HJHFJAOG_01520,MLMIAKCI_01187,AOHABJFI_01649,LCPJMJGF_00660
ybjI_3,ybjI_3,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI,HJHFJAOG_01522,MLMIAKCI_01189,AOHABJFI_01647,LCPJMJGF_00658
rpmE2,rpmE2,Large ribosomal subunit protein bL31B,HJHFJAOG_01524,MLMIAKCI_01191,AOHABJFI_01645,LCPJMJGF_00656
mfd,mfd,Transcription-repair-coupling factor,HJHFJAOG_01478,MLMIAKCI_01199,AOHABJFI_02274,LCPJMJGF_00648
acpS,acpS,Holo-[acyl-carrier-protein] synthase,HJHFJAOG_01527,MLMIAKCI_01194,AOHABJFI_01642,LCPJMJGF_00653
tilS,tilS,tRNA(Ile)-lysidine synthase,HJHFJAOG_01482,MLMIAKCI_02192,AOHABJFI_02053,LCPJMJGF_00644
hmo,hmo,4-hydroxymandelate oxidase,HJHFJAOG_01517,MLMIAKCI_01184,AOHABJFI_01652,LCPJMJGF_00663
thrB,thrB,Homoserine kinase,HJHFJAOG_01305,MLMIAKCI_01712,AOHABJFI_01917,LCPJMJGF_00206
thrC,thrC,Threonine synthase,HJHFJAOG_01303,MLMIAKCI_01714,AOHABJFI_01919,LCPJMJGF_00204
yclM_2,yclM_2,Aspartokinase 3,HJHFJAOG_01302,MLMIAKCI_01715,AOHABJFI_01920,LCPJMJGF_00203
group_834,,hypothetical protein,HJHFJAOG_01308,MLMIAKCI_01709,AOHABJFI_01914,LCPJMJGF_00209
group_833,,hypothetical protein,HJHFJAOG_01307,MLMIAKCI_01710,AOHABJFI_01915,LCPJMJGF_00208
group_832,,hypothetical protein,HJHFJAOG_01310,MLMIAKCI_00230,AOHABJFI_01912,LCPJMJGF_00211
msrA,msrA,Peptide methionine sulfoxide reductase MsrA,HJHFJAOG_01309,MLMIAKCI_00231,AOHABJFI_01913,LCPJMJGF_00210
group_831,,hypothetical protein,HJHFJAOG_01306,MLMIAKCI_01711,AOHABJFI_01916,LCPJMJGF_00207
gpmA_4,;gpmA_4,hypothetical protein;23-bisphosphoglycerate-dependent phosphoglycerate mutase,HJHFJAOG_01301,MLMIAKCI_01716,AOHABJFI_01921,LCPJMJGF_00202
hom,hom,Homoserine dehydrogenase,HJHFJAOG_01304,MLMIAKCI_01713,AOHABJFI_01918,LCPJMJGF_00205
ppaC,ppaC,putative manganese-dependent inorganic pyrophosphatase,HJHFJAOG_01278,MLMIAKCI_01466,AOHABJFI_01416,LCPJMJGF_01773
hdfR_2,hdfR_2,HTH-type transcriptional regulator HdfR,HJHFJAOG_01277,MLMIAKCI_01467,AOHABJFI_01417,LCPJMJGF_01774
parE,parE,DNA topoisomerase IV subunit B ParE,HJHFJAOG_01275,MLMIAKCI_01469,AOHABJFI_01419,LCPJMJGF_01776
group_829,,hypothetical protein,HJHFJAOG_01272,MLMIAKCI_01472,AOHABJFI_01422,LCPJMJGF_01781
parC,parC,DNA topoisomerase IV subunit A ParC,HJHFJAOG_01276,MLMIAKCI_01468,AOHABJFI_01418,LCPJMJGF_01775
group_828,,hypothetical protein,HJHFJAOG_01267,MLMIAKCI_01477,AOHABJFI_01427,LCPJMJGF_01785
group_827,,hypothetical protein,HJHFJAOG_01265,MLMIAKCI_01479,AOHABJFI_01429,LCPJMJGF_01787
plsY_2,plsY_2,Glycerol-3-phosphate acyltransferase,HJHFJAOG_01274,MLMIAKCI_01470,AOHABJFI_01420,LCPJMJGF_01777
ywqA_2~~~ywqA_1~~~rapA,;ywqA_2;ywqA_1;rapA,hypothetical protein;Putative ATP-dependent helicase/translocase YwqA;RNA polymerase-associated protein RapA,HJHFJAOG_01273,MLMIAKCI_01471,AOHABJFI_01421,LCPJMJGF_01779;LCPJMJGF_01780;LCPJMJGF_01778
rutB,rutB,Ureidoacrylate amidohydrolase RutB,HJHFJAOG_01270,MLMIAKCI_01474,AOHABJFI_01424,LCPJMJGF_01782
group_825,,Putative peptidyl-prolyl cis-trans isomerase,HJHFJAOG_01279,MLMIAKCI_01465,AOHABJFI_01415,LCPJMJGF_01772
group_824,,hypothetical protein,HJHFJAOG_01268,MLMIAKCI_01476,AOHABJFI_01426,LCPJMJGF_01784
group_823,,hypothetical protein,HJHFJAOG_01266,MLMIAKCI_01478,AOHABJFI_01428,LCPJMJGF_01786
group_822,,hypothetical protein,HJHFJAOG_01269,MLMIAKCI_01475,AOHABJFI_01425,LCPJMJGF_01783
group_821,,hypothetical protein,HJHFJAOG_01280,MLMIAKCI_01464,AOHABJFI_01414,LCPJMJGF_01771
group_819,,hypothetical protein,HJHFJAOG_01249,MLMIAKCI_00199,AOHABJFI_01875,LCPJMJGF_02010
group_818,,Putative 3-methyladenine DNA glycosylase,HJHFJAOG_01963,MLMIAKCI_02359,AOHABJFI_01868,LCPJMJGF_02003
group_817,,hypothetical protein,HJHFJAOG_01245,MLMIAKCI_02356,AOHABJFI_01871,LCPJMJGF_02006
