Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_jensenii__UMB0732__GCA_030218485.1,Lactobacillus_jensenii__UMB10187__GCA_030211725.1,Lactobacillus_jensenii__UMB7786__GCA_030215165.1
yerH,yerH,putative lipoprotein YerH,3,3,1.0,33,1,,,,1143,1143,1143.0,BDMKMOGB_01188,IAAMHMBP_00216,PKFCGPHH_01317
leuS,leuS,Leucine--tRNA ligase,3,3,1.0,32,4,,,,2415,2415,2415.0,BDMKMOGB_01163,IAAMHMBP_00752,PKFCGPHH_01276
group_489,,hypothetical protein,3,3,1.0,32,3,,,,660,660,660.0,BDMKMOGB_01160,IAAMHMBP_00755,PKFCGPHH_01273
group_488,,hypothetical protein,3,3,1.0,32,2,,,,861,861,861.0,BDMKMOGB_01161,IAAMHMBP_00754,PKFCGPHH_01274
murJ_2,murJ_2,Lipid II flippase MurJ,3,3,1.0,32,1,,,,1647,1647,1647.0,BDMKMOGB_01162,IAAMHMBP_00753,PKFCGPHH_01275
hepT,hepT,Heptaprenyl diphosphate synthase component 2,3,3,1.0,31,16,,,,978,978,978.0,BDMKMOGB_01245,IAAMHMBP_00748,PKFCGPHH_00634
appC,appC,Cytochrome bd-II ubiquinol oxidase subunit 1,3,3,1.0,31,14,,,,1434,1434,1434.0,BDMKMOGB_01121,IAAMHMBP_00744,PKFCGPHH_00638
cydB,cydB,Cytochrome bd-I ubiquinol oxidase subunit 2,3,3,1.0,31,9,,,,1017,1017,1017.0,BDMKMOGB_01120,IAAMHMBP_00745,PKFCGPHH_00637
group_481,,Type II NADH:quinone oxidoreductase,3,3,1.0,31,8,,,,1212,1212,1212.0,BDMKMOGB_01247,IAAMHMBP_00750,PKFCGPHH_00632
bmr3,bmr3,Multidrug resistance protein 3,3,3,1.0,31,7,,,,1452,1452,1452.0,BDMKMOGB_01122,IAAMHMBP_00743,PKFCGPHH_00639
cydC,cydC,Glutathione/L-cysteine transport system ATP-binding/permease protein CydC,3,3,1.0,31,5,,,,1737,1737,1737.0,BDMKMOGB_01244,IAAMHMBP_00747,PKFCGPHH_00635
menA,menA,14-dihydroxy-2-naphthoate octaprenyltransferase,3,3,1.0,31,4,,,,900,900,900.0,BDMKMOGB_01246,IAAMHMBP_00749,PKFCGPHH_00633
cydD,cydD,Glutathione/L-cysteine transport system ATP-binding/permease protein CydD,3,3,1.0,31,3,,,,1611,1716,1681.0,BDMKMOGB_01119,IAAMHMBP_00746,PKFCGPHH_00636
metK,metK,S-adenosylmethionine synthase,3,3,1.0,31,1,,,,1194,1194,1194.0,BDMKMOGB_01123,IAAMHMBP_00742,PKFCGPHH_00640
cladc,cla-dc,CLA biosynthesis isomerase,3,3,1.0,30,15,,,,828,828,828.0,BDMKMOGB_01107,IAAMHMBP_00288,PKFCGPHH_00703
dtpT,dtpT,Di-/tripeptide transporter,3,3,1.0,30,13,,,,1494,1494,1494.0,BDMKMOGB_01109,IAAMHMBP_00290,PKFCGPHH_00705
group_476,,Macro domain-containing protein,3,3,1.0,30,11,,,,519,519,519.0,BDMKMOGB_01110,IAAMHMBP_00067,PKFCGPHH_00706
iolU,iolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,3,3,1.0,30,10,,,,981,981,981.0,BDMKMOGB_01104,IAAMHMBP_00285,PKFCGPHH_00700
mmgB,mmgB,putative 3-hydroxybutyryl-CoA dehydrogenase,3,3,1.0,30,8,,,,891,891,891.0,BDMKMOGB_01108,IAAMHMBP_00289,PKFCGPHH_00704
claer,cla-er,CLA biosynthesis enone reductase,3,3,1.0,30,7,,,,651,651,651.0,BDMKMOGB_01106,IAAMHMBP_00287,PKFCGPHH_00702
guaA_2,guaA_2,GMP synthase [glutamine-hydrolyzing],3,3,1.0,30,4,,,,669,669,669.0,BDMKMOGB_01105,IAAMHMBP_00286,PKFCGPHH_00701
murQ,murQ,N-acetylmuramic acid 6-phosphate etherase,3,3,1.0,30,3,,,,900,900,900.0,BDMKMOGB_01103,IAAMHMBP_00284,PKFCGPHH_00699
group_472,,hypothetical protein,3,3,1.0,29,58,,,,411,411,411.0,BDMKMOGB_01102,IAAMHMBP_01180,PKFCGPHH_01279
group_471,,hypothetical protein,3,3,1.0,29,57,,,,825,825,825.0,BDMKMOGB_01069,IAAMHMBP_01148,PKFCGPHH_00616
group_470,,hypothetical protein,3,3,1.0,29,56,,,,336,336,336.0,BDMKMOGB_01061,IAAMHMBP_01140,PKFCGPHH_00624
pspA,pspA,Phosphoserine phosphatase 1,3,3,1.0,29,55,,,,660,660,660.0,BDMKMOGB_01056,IAAMHMBP_01135,PKFCGPHH_00629
iscS_2,iscS_2,Cysteine desulfurase IscS,3,3,1.0,29,54,,,,1155,1155,1155.0,BDMKMOGB_01093,IAAMHMBP_01172,PKFCGPHH_00675
iscS_1,iscS_1,Cysteine desulfurase IscS,3,3,1.0,29,53,,,,1164,1164,1164.0,BDMKMOGB_01062,IAAMHMBP_01141,PKFCGPHH_00623
coaD,coaD,Phosphopantetheine adenylyltransferase,3,3,1.0,29,52,,,,498,498,498.0,BDMKMOGB_01046,IAAMHMBP_01125,PKFCGPHH_01103
recD2,recD2,ATP-dependent RecD2 DNA helicase,3,3,1.0,29,51,,,,693,2373,1813.0,BDMKMOGB_01054,IAAMHMBP_01133,PKFCGPHH_01095
ylbL,ylbL,putative protein YlbL,3,3,1.0,29,50,,,,1032,1032,1032.0,BDMKMOGB_01045,IAAMHMBP_01124,PKFCGPHH_01104
rarA,rarA,Replication-associated recombination protein A,3,3,1.0,29,49,,,,1302,1302,1302.0,BDMKMOGB_01097,IAAMHMBP_01176,PKFCGPHH_00671
group_469,,Phosphorylated carbohydrates phosphatase,3,3,1.0,29,48,,,,681,681,681.0,BDMKMOGB_01088,IAAMHMBP_01167,PKFCGPHH_00680
ftsW,ftsW,putative peptidoglycan glycosyltransferase FtsW,3,3,1.0,29,47,,,,1194,1194,1194.0,BDMKMOGB_01049,IAAMHMBP_01128,PKFCGPHH_01100
group_468,,hypothetical protein,3,3,1.0,29,46,,,,279,279,279.0,BDMKMOGB_01064,IAAMHMBP_01143,PKFCGPHH_00621
mraZ,mraZ,Transcriptional regulator MraZ,3,3,1.0,29,45,,,,432,432,432.0,BDMKMOGB_01081,IAAMHMBP_01160,PKFCGPHH_00687
ftsZ,ftsZ,Cell division protein FtsZ,3,3,1.0,29,44,,,,1362,1362,1362.0,BDMKMOGB_01072,IAAMHMBP_01151,PKFCGPHH_00613
divIB,divIB,Cell division protein DivIB,3,3,1.0,29,43,,,,855,855,855.0,BDMKMOGB_01074,IAAMHMBP_01153,PKFCGPHH_00611
group_467,,hypothetical protein,3,3,1.0,29,42,,,,288,288,288.0,BDMKMOGB_01070,IAAMHMBP_01149,PKFCGPHH_00615
group_466,,hypothetical protein,3,5,1.6666666666666667,29,41,,,,960,2664,1592.4,BDMKMOGB_01099;BDMKMOGB_01100,IAAMHMBP_01178,PKFCGPHH_01282;PKFCGPHH_01281
mreC,mreC,Cell shape-determining protein MreC,3,3,1.0,29,40,,,,858,858,858.0,BDMKMOGB_01085,IAAMHMBP_01164,PKFCGPHH_00683
mtnN,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,3,3,1.0,29,39,,,,690,690,690.0,BDMKMOGB_01063,IAAMHMBP_01142,PKFCGPHH_00622
group_465,,Putative universal stress protein,3,3,1.0,29,38,,,,441,441,441.0,BDMKMOGB_01098,IAAMHMBP_01177,PKFCGPHH_01283
murD,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,3,3,1.0,29,37,,,,1371,1371,1371.0,BDMKMOGB_01076,IAAMHMBP_01155,PKFCGPHH_00609
ftsA,ftsA,Cell division protein FtsA,3,3,1.0,29,36,,,,1371,1371,1371.0,BDMKMOGB_01073,IAAMHMBP_01152,PKFCGPHH_00612
rpsD,rpsD,Small ribosomal subunit protein uS4,3,3,1.0,29,35,,,,612,612,612.0,BDMKMOGB_01095,IAAMHMBP_01174,PKFCGPHH_00673
thiI,thiI,putative tRNA sulfurtransferase,3,3,1.0,29,34,,,,1215,1215,1215.0,BDMKMOGB_01092,IAAMHMBP_01171,PKFCGPHH_00676
group_464,,hypothetical protein,3,3,1.0,29,33,,,,120,120,120.0,BDMKMOGB_01083,IAAMHMBP_01162,PKFCGPHH_00685
ftsL,ftsL,Cell division protein FtsL,3,3,1.0,29,32,,,,375,375,375.0,BDMKMOGB_01079,IAAMHMBP_01158,PKFCGPHH_00689
cspA,cspA,Cold shock-like protein CspA,3,3,1.0,29,31,,,,222,222,222.0,BDMKMOGB_01066,IAAMHMBP_01145,PKFCGPHH_00619
rnj1,rnj1,Ribonuclease J 1,3,3,1.0,29,30,,,,1683,1683,1683.0,BDMKMOGB_01053,IAAMHMBP_01132,PKFCGPHH_01096
rsmH,rsmH,Ribosomal RNA small subunit methyltransferase H,3,3,1.0,29,29,,,,954,954,954.0,BDMKMOGB_01080,IAAMHMBP_01159,PKFCGPHH_00688
rpoY,rpoY,DNA-directed RNA polymerase subunit epsilon,3,3,1.0,29,28,,,,225,225,225.0,BDMKMOGB_01052,IAAMHMBP_01131,PKFCGPHH_01097
rsuA,rsuA,Ribosomal small subunit pseudouridine synthase A,3,3,1.0,29,27,,,,705,705,705.0,BDMKMOGB_01091,IAAMHMBP_01170,PKFCGPHH_00677
group_463,,hypothetical protein,3,3,1.0,29,26,,,,624,624,624.0,BDMKMOGB_01087,IAAMHMBP_01166,PKFCGPHH_00681
mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,3,3,1.0,29,25,,,,960,960,960.0,BDMKMOGB_01077,IAAMHMBP_01156,PKFCGPHH_00608
ezrA,ezrA,Septation ring formation regulator EzrA,3,3,1.0,29,24,,,,1734,1734,1734.0,BDMKMOGB_01094,IAAMHMBP_01173,PKFCGPHH_00674
group_462,,hypothetical protein,3,3,1.0,29,23,,,,312,312,312.0,BDMKMOGB_01059,IAAMHMBP_01138,PKFCGPHH_00626
group_461,,hypothetical protein,3,3,1.0,29,22,,,,546,546,546.0,BDMKMOGB_01084,IAAMHMBP_01163,PKFCGPHH_00684
fpgS,fpgS,Folylpolyglutamate synthase,3,3,1.0,29,21,,,,1251,1251,1251.0,BDMKMOGB_01089,IAAMHMBP_01168,PKFCGPHH_00679
sepF,sepF,Cell division protein SepF,3,3,1.0,29,20,,,,459,459,459.0,BDMKMOGB_01071,IAAMHMBP_01150,PKFCGPHH_00614
murG,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,3,3,1.0,29,19,,,,1113,1113,1113.0,BDMKMOGB_01075,IAAMHMBP_01154,PKFCGPHH_00610
valS,valS,Valine--tRNA ligase,3,3,1.0,29,18,,,,2640,2640,2640.0,BDMKMOGB_01090,IAAMHMBP_01169,PKFCGPHH_00678
group_460,,hypothetical protein,3,3,1.0,29,17,,,,636,636,636.0,BDMKMOGB_01055,IAAMHMBP_01134,PKFCGPHH_00630
rsmD,rsmD,Ribosomal RNA small subunit methyltransferase D,3,3,1.0,29,16,,,,552,552,552.0,BDMKMOGB_01047,IAAMHMBP_01126,PKFCGPHH_01102
group_459,,hypothetical protein;(R)-mandelonitrile lyase,3,3,1.0,29,15,,,,225,399,341.0,BDMKMOGB_01058,IAAMHMBP_01137,PKFCGPHH_00627
group_458,,hypothetical protein,3,3,1.0,29,14,,,,468,468,468.0,BDMKMOGB_01096,IAAMHMBP_01175,PKFCGPHH_00672
def2,def2,Peptide deformylase 2,3,3,1.0,29,13,,,,555,555,555.0,BDMKMOGB_01051,IAAMHMBP_01130,PKFCGPHH_01098
cynR,cynR,HTH-type transcriptional regulator CynR,3,3,1.0,29,12,,,,888,888,888.0,BDMKMOGB_01057,IAAMHMBP_01136,PKFCGPHH_00628
ileS,ileS,isoleucine--tRNA ligase IleS,3,3,1.0,29,11,,,,2793,2793,2793.0,BDMKMOGB_01067,IAAMHMBP_01146,PKFCGPHH_00618
group_457,,hypothetical protein,3,3,1.0,29,10,,,,1443,1443,1443.0,BDMKMOGB_01101,IAAMHMBP_01179,PKFCGPHH_01280
mnmA,mnmA,tRNA-specific 2-thiouridylase MnmA,3,3,1.0,29,9,,,,1128,1128,1128.0,BDMKMOGB_01060,IAAMHMBP_01139,PKFCGPHH_00625
pbpB,pbpB,Penicillin-binding protein 2B,3,3,1.0,29,8,,,,987,2163,1771.0,BDMKMOGB_01078,IAAMHMBP_01157,PKFCGPHH_00607
comEA,comEA,ComE operon protein 1,3,3,1.0,29,7,,,,651,651,651.0,BDMKMOGB_01044,IAAMHMBP_01123,PKFCGPHH_01105
group_456,,hypothetical protein,3,3,1.0,29,6,,,,330,330,330.0,BDMKMOGB_01082,IAAMHMBP_01161,PKFCGPHH_00686
bipA,bipA,Large ribosomal subunit assembly factor BipA,3,3,1.0,29,5,,,,1845,1845,1845.0,BDMKMOGB_01050,IAAMHMBP_01129,PKFCGPHH_01099
gpsB_2,gpsB_2,Cell cycle adapter protein GpsB,3,3,1.0,29,4,,,,732,732,732.0,BDMKMOGB_01068,IAAMHMBP_01147,PKFCGPHH_00617
nudF,nudF,ADP-ribose pyrophosphatase,3,3,1.0,29,3,,,,567,567,567.0,BDMKMOGB_01065,IAAMHMBP_01144,PKFCGPHH_00620
group_455,,hypothetical protein,3,3,1.0,29,2,,,,333,333,333.0,BDMKMOGB_01048,IAAMHMBP_01127,PKFCGPHH_01101
mreB,mreB,Cell shape-determining protein MreB,3,3,1.0,29,1,,,,1005,1005,1005.0,BDMKMOGB_01086,IAAMHMBP_01165,PKFCGPHH_00682
group_454,,hypothetical protein,3,3,1.0,28,7,,,,1035,1035,1035.0,BDMKMOGB_01043,IAAMHMBP_00362,PKFCGPHH_01163
murJ_1,murJ_1,lipid II flippase MurJ,3,3,1.0,28,6,,,,1440,1440,1440.0,BDMKMOGB_01039,IAAMHMBP_00366,PKFCGPHH_01159
glf,glf,UDP-galactopyranose mutase,3,3,1.0,28,5,,,,1110,1110,1110.0,BDMKMOGB_01042,IAAMHMBP_00363,PKFCGPHH_01162
group_453,,hypothetical protein,3,3,1.0,28,4,,,,1059,1059,1059.0,BDMKMOGB_01037,IAAMHMBP_00368,PKFCGPHH_01157
group_452,,hypothetical protein,3,3,1.0,28,3,,,,987,987,987.0,BDMKMOGB_01040,IAAMHMBP_00365,PKFCGPHH_01160
group_451,,hypothetical protein,3,3,1.0,28,2,,,,1017,1017,1017.0,BDMKMOGB_01038,IAAMHMBP_00367,PKFCGPHH_01158
group_450,,hypothetical protein,3,3,1.0,28,1,,,,1140,1140,1140.0,BDMKMOGB_01041,IAAMHMBP_00364,PKFCGPHH_01161
group_449,,hypothetical protein,3,3,1.0,27,4,,,,306,1182,598.0,BDMKMOGB_01030,IAAMHMBP_01441,PKFCGPHH_01444
xerC_4,xerC_4,Tyrosine recombinase XerC,3,3,1.0,27,3,,,,924,924,924.0,BDMKMOGB_01031,IAAMHMBP_01442,PKFCGPHH_01445
rbsD,rbsD,D-ribose pyranase,3,3,1.0,26,9,,,,396,396,396.0,BDMKMOGB_01028,IAAMHMBP_00390,PKFCGPHH_00985
rbsK,rbsK,Ribokinase,3,3,1.0,26,8,,,,927,927,927.0,BDMKMOGB_01029,IAAMHMBP_00389,PKFCGPHH_00986
rbsA,rbsA,Ribose import ATP-binding protein RbsA,3,3,1.0,26,4,,,,1380,1479,1446.0,BDMKMOGB_01027,IAAMHMBP_00391,PKFCGPHH_00984
rbsC,rbsC,Ribose import permease protein RbsC,3,3,1.0,26,3,,,,918,957,944.0,BDMKMOGB_01026,IAAMHMBP_00392,PKFCGPHH_00983
rbsB_1~~~rbsB_2,rbsB_1;;rbsB_2,Ribose import binding protein RbsB;hypothetical protein,3,4,1.3333333333333333,26,2,,,,162,987,728.25,BDMKMOGB_01025,IAAMHMBP_00393;IAAMHMBP_00394,PKFCGPHH_00982
group_444,licC_3,Lichenan permease IIC component,3,3,1.0,25,3,,,,1308,1308,1308.0,BDMKMOGB_01022,IAAMHMBP_01476,PKFCGPHH_01368
bglC,bglC,Aryl-phospho-beta-D-glucosidase BglC,3,3,1.0,25,2,,,,1362,1362,1362.0,BDMKMOGB_01023,IAAMHMBP_01477,PKFCGPHH_01367
gmuR_1,gmuR_1,HTH-type transcriptional regulator GmuR,3,3,1.0,25,1,,,,708,708,708.0,BDMKMOGB_01024,IAAMHMBP_01478,PKFCGPHH_01366
group_443,,hypothetical protein,3,3,1.0,24,12,,,,114,114,114.0,BDMKMOGB_00973,IAAMHMBP_00854,PKFCGPHH_01111
group_442,,hypothetical protein,3,3,1.0,24,11,,,,411,411,411.0,BDMKMOGB_00971,IAAMHMBP_00852,PKFCGPHH_01113
group_441,,hypothetical protein,3,3,1.0,24,10,,,,486,486,486.0,BDMKMOGB_00977,IAAMHMBP_00858,PKFCGPHH_01107
group_440,,hypothetical protein,3,3,1.0,24,9,,,,345,345,345.0,BDMKMOGB_00969,IAAMHMBP_00850,PKFCGPHH_01115
group_439,,hypothetical protein,3,3,1.0,24,8,,,,417,417,417.0,BDMKMOGB_00972,IAAMHMBP_00853,PKFCGPHH_01112
lctD_2,lctD_2,Lactate dehydrogenase (NAD(+)ferredoxin) subunit LctD,3,3,1.0,24,7,,,,1392,1392,1392.0,BDMKMOGB_00975,IAAMHMBP_00856,PKFCGPHH_01109
mepA_2,mepA_2,Multidrug export protein MepA,3,3,1.0,24,6,,,,498,498,498.0,BDMKMOGB_00968,IAAMHMBP_00849,PKFCGPHH_01116
uvrA_2,uvrA_2,UvrABC system protein A,3,3,1.0,24,5,,,,2520,2520,2520.0,BDMKMOGB_00976,IAAMHMBP_00857,PKFCGPHH_01108
group_438,,hypothetical protein,3,3,1.0,24,4,,,,525,525,525.0,BDMKMOGB_00974,IAAMHMBP_00855,PKFCGPHH_01110
group_437,,hypothetical protein,3,3,1.0,24,3,,,,366,366,366.0,BDMKMOGB_00970,IAAMHMBP_00851,PKFCGPHH_01114
mepA_1,mepA_1,Multidrug export protein MepA,3,3,1.0,24,2,,,,480,480,480.0,BDMKMOGB_00967,IAAMHMBP_00848,PKFCGPHH_01117
group_436,,hypothetical protein,3,3,1.0,24,1,,,,1377,1377,1377.0,BDMKMOGB_00978,IAAMHMBP_00859,PKFCGPHH_01106
ponA,ponA,Penicillin-binding protein 1A,3,3,1.0,23,10,,,,2328,2328,2328.0,BDMKMOGB_00943,IAAMHMBP_00678,PKFCGPHH_01086
coaBC,coaBC,Coenzyme A biosynthesis bifunctional protein CoaBC,3,3,1.0,23,9,,,,1188,1188,1188.0,BDMKMOGB_00949,IAAMHMBP_00684,PKFCGPHH_01080
gpsB_1,gpsB_1,Cell cycle protein GpsB,3,3,1.0,23,8,,,,411,411,411.0,BDMKMOGB_00946,IAAMHMBP_00681,PKFCGPHH_01083
group_435,,hypothetical protein,3,3,1.0,23,7,,,,444,444,444.0,BDMKMOGB_00950,IAAMHMBP_00685,PKFCGPHH_01079
group_434,,hypothetical protein,3,3,1.0,23,6,,,,207,207,207.0,BDMKMOGB_00953,IAAMHMBP_00687,PKFCGPHH_01077
recU,recU,Holliday junction resolvase RecU,3,3,1.0,23,5,,,,621,621,621.0,BDMKMOGB_00944,IAAMHMBP_00679,PKFCGPHH_01085
ypsC,ypsC,Putative RNA methyltransferase YpsC,3,3,1.0,23,4,,,,1128,1128,1128.0,BDMKMOGB_00947,IAAMHMBP_00682,PKFCGPHH_01082
group_433,,hypothetical protein,3,4,1.3333333333333333,23,3,,,,393,1752,1144.5,BDMKMOGB_00951;BDMKMOGB_00952,IAAMHMBP_00686,PKFCGPHH_01078
cpdA,cpdA,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA,3,3,1.0,23,2,,,,1245,1245,1245.0,BDMKMOGB_00948,IAAMHMBP_00683,PKFCGPHH_01081
group_432,,hypothetical protein,3,3,1.0,23,1,,,,567,567,567.0,BDMKMOGB_00945,IAAMHMBP_00680,PKFCGPHH_01084
group_431,,hypothetical protein,3,3,1.0,22,57,,,,180,180,180.0,BDMKMOGB_00933,IAAMHMBP_00058,PKFCGPHH_00972
tmcAL,tmcAL,tRNA(Met) cytidine acetate ligase,3,3,1.0,22,56,,,,1152,1152,1152.0,BDMKMOGB_00909,IAAMHMBP_00035,PKFCGPHH_01616
thrS,thrS,Threonine--tRNA ligase,3,3,1.0,22,55,,,,1932,1932,1932.0,BDMKMOGB_00898,IAAMHMBP_00025,PKFCGPHH_01605
murC,murC,UDP-N-acetylmuramate--L-alanine ligase,3,3,1.0,22,54,,,,1308,1308,1308.0,BDMKMOGB_00890,IAAMHMBP_00017,PKFCGPHH_01597
mutM,mutM,Formamidopyrimidine-DNA glycosylase,3,3,1.0,22,53,,,,828,828,828.0,BDMKMOGB_00892,IAAMHMBP_00019,PKFCGPHH_01599
pepO_1,pepO_1,Neutral endopeptidase,3,3,1.0,22,52,,,,1956,1956,1956.0,BDMKMOGB_00897,IAAMHMBP_00024,PKFCGPHH_01604
rsfS,rsfS,Ribosomal silencing factor RsfS,3,3,1.0,22,51,,,,348,348,348.0,BDMKMOGB_00908,IAAMHMBP_00034,PKFCGPHH_01615
yodB,yodB,HTH-type transcriptional regulator YodB,3,3,1.0,22,50,,,,351,351,351.0,BDMKMOGB_00922,IAAMHMBP_00047,PKFCGPHH_01628
group_430,,Alpha-monoglucosyldiacylglycerol synthase,3,3,1.0,22,49,,,,1167,1167,1167.0,BDMKMOGB_00886,IAAMHMBP_00013,PKFCGPHH_01593
group_429,,hypothetical protein,3,3,1.0,22,48,,,,1008,1008,1008.0,BDMKMOGB_00888,IAAMHMBP_00015,PKFCGPHH_01595
dnaI,dnaI,Replicative helicase loader DnaI,3,3,1.0,22,47,,,,915,915,915.0,BDMKMOGB_00896,IAAMHMBP_00023,PKFCGPHH_01603
yhhS,yhhS,putative MFS-type transporter YhhS,3,3,1.0,22,46,,,,1179,1179,1179.0,BDMKMOGB_00941,IAAMHMBP_00065,PKFCGPHH_00980
deoD,deoD,Purine nucleoside phosphorylase DeoD-type,3,3,1.0,22,45,,,,756,756,756.0,BDMKMOGB_00938,IAAMHMBP_00062,PKFCGPHH_00977
group_428,,hypothetical protein,3,3,1.0,22,44,,,,510,510,510.0,BDMKMOGB_00942,IAAMHMBP_00066,PKFCGPHH_00981
glnA,glnA,Glutamine synthetase,3,3,1.0,22,43,,,,1338,1338,1338.0,BDMKMOGB_00937,IAAMHMBP_00061,PKFCGPHH_00976
miaA,miaA,tRNA dimethylallyltransferase,3,3,1.0,22,42,,,,921,921,921.0,BDMKMOGB_00934,IAAMHMBP_00059,PKFCGPHH_00973
smc_3,;smc_3,hypothetical protein;Chromosome partition protein Smc,3,4,1.3333333333333333,22,41,,,,531,2739,2055.0,BDMKMOGB_00875,IAAMHMBP_00002,PKFCGPHH_01582;PKFCGPHH_01581
ltaS1,ltaS1,Lipoteichoic acid synthase 1,3,3,1.0,22,40,,,,2076,2076,2076.0,BDMKMOGB_00889,IAAMHMBP_00016,PKFCGPHH_01596
rplT,rplT,Large ribosomal subunit protein bL20,3,3,1.0,22,39,,,,357,357,357.0,BDMKMOGB_00901,IAAMHMBP_00028,PKFCGPHH_01608
dnaB_2,dnaB_2,Replicative helicase loading/DNA remodeling protein DnaB,3,3,1.0,22,38,,,,1344,1344,1344.0,BDMKMOGB_00895,IAAMHMBP_00022,PKFCGPHH_01602
yccX,yccX,Acylphosphatase,3,3,1.0,22,37,,,,276,276,276.0,BDMKMOGB_00920,IAAMHMBP_00045,PKFCGPHH_01626
rpmI,rpmI,Large ribosomal subunit protein bL35,3,3,1.0,22,36,,,,201,201,201.0,BDMKMOGB_00900,IAAMHMBP_00027,PKFCGPHH_01607
penA~~~pbpA,penA;pbpA,Penicillin-binding protein 2B;Penicillin-binding protein 2A,3,3,1.0,22,35,,,,1170,2127,1808.0,BDMKMOGB_00927,IAAMHMBP_00052,PKFCGPHH_00966
sasA_2,sasA_2,Adaptive-response sensory-kinase SasA,3,3,1.0,22,34,,,,1569,1569,1569.0,BDMKMOGB_00912,IAAMHMBP_00038,PKFCGPHH_01619
cpoA,cpoA,Alpha-galactosylglucosyldiacylglycerol synthase,3,3,1.0,22,33,,,,1047,1047,1047.0,BDMKMOGB_00887,IAAMHMBP_00014,PKFCGPHH_01594
group_427,,hypothetical protein,3,3,1.0,22,32,,,,1194,1194,1194.0,BDMKMOGB_00940,IAAMHMBP_00064,PKFCGPHH_00979
rlmP,rlmP,23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP,3,3,1.0,22,31,,,,768,768,768.0,BDMKMOGB_00921,IAAMHMBP_00046,PKFCGPHH_01627
yqgQ,yqgQ,putative protein YqgQ,3,3,1.0,22,30,,,,210,210,210.0,BDMKMOGB_00931,IAAMHMBP_00056,PKFCGPHH_00970
desR,desR,Transcriptional regulatory protein DesR,3,3,1.0,22,29,,,,606,606,606.0,BDMKMOGB_00916,IAAMHMBP_00042,PKFCGPHH_01623
pheS,pheS,Phenylalanine--tRNA ligase alpha subunit,3,3,1.0,22,28,,,,1071,1071,1071.0,BDMKMOGB_00923,IAAMHMBP_00048,PKFCGPHH_01629
ytlR,ytlR,Putative lipid kinase YtlR,3,3,1.0,22,27,,,,939,939,939.0,BDMKMOGB_00874,IAAMHMBP_00001,PKFCGPHH_01580
gluP,gluP,Rhomboid protease GluP,3,3,1.0,22,26,,,,690,690,690.0,BDMKMOGB_00930,IAAMHMBP_00055,PKFCGPHH_00969
group_426,,Bis(5'-nucleosyl)-tetraphosphatase symmetrical,3,3,1.0,22,25,,,,609,609,609.0,BDMKMOGB_00907,IAAMHMBP_00033,PKFCGPHH_01614
bmpA_4,bmpA_4,ABC transporter nucleoside-binding protein BmpA,3,3,1.0,22,24,,,,1083,1083,1083.0,BDMKMOGB_00939,IAAMHMBP_00063,PKFCGPHH_00978
coaE,coaE,Dephospho-CoA kinase,3,3,1.0,22,23,,,,615,615,615.0,BDMKMOGB_00893,IAAMHMBP_00020,PKFCGPHH_01600
group_425,,Phosphoserine phosphatase,3,3,1.0,22,22,,,,531,531,531.0,BDMKMOGB_00904,IAAMHMBP_00030,PKFCGPHH_01611
adhE,adhE,Aldehyde-alcohol dehydrogenase,3,3,1.0,22,21,,,,2409,2496,2438.0,BDMKMOGB_00903,IAAMHMBP_00029,PKFCGPHH_01610
pheT_2,pheT_2,Phenylalanine--tRNA ligase beta subunit,3,3,1.0,22,20,,,,2409,2409,2409.0,BDMKMOGB_00924,IAAMHMBP_00049,PKFCGPHH_01630
glcU,;glcU,hypothetical protein;Glucose uptake protein GlcU,3,4,1.3333333333333333,22,19,,,,375,888,669.0,BDMKMOGB_00917;BDMKMOGB_00918,IAAMHMBP_00043,PKFCGPHH_01624
uup_2,uup_2,ATP-binding protein Uup,3,3,1.0,22,18,,,,870,870,870.0,BDMKMOGB_00913,IAAMHMBP_00039,PKFCGPHH_01620
desK,desK,Sensor histidine kinase DesK,3,3,1.0,22,17,,,,1110,1110,1110.0,BDMKMOGB_00915,IAAMHMBP_00041,PKFCGPHH_01622
yqeH,yqeH,putative protein YqeH,3,3,1.0,22,16,,,,1110,1110,1110.0,BDMKMOGB_00905,IAAMHMBP_00031,PKFCGPHH_01612
nadD,nadD,Nicotinate-nucleotide adenylyltransferase,3,3,1.0,22,15,,,,630,630,630.0,BDMKMOGB_00906,IAAMHMBP_00032,PKFCGPHH_01613
group_424,,hypothetical protein,3,3,1.0,22,14,,,,2562,2562,2562.0,BDMKMOGB_00926,IAAMHMBP_00051,PKFCGPHH_01632
